"subn","word1","word2","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt"
"2026","copy","bedroom",22,1,81,2.947,16,0.4,1,1,1,1.39,"bedroom",1,NA,27.992
"2026","banner","glide",23,1,85,2.737,27,0.675,0,1,0,12.786,"",NA,NA,NA
"2026","nerve","bumper",24,1,71,3.047,5,0.125,1,0,0,1.574,"glove",0,NA,11.711
"2026","fan","feature",25,1,73,7.163,7,0.175,1,0,0,2.539,"feature",1,NA,8.045
"2026","process","joker",26,1,75,2.896,9,0.225,1,0,0,1.133,"loaf",0,NA,13.805
"2026","forest","knob",27,1,81,8.263,18,0.45,1,0,0,2.094,"knob",1,NA,10.341
"2026","shrink","mafia",28,1,73,2.597,6,0.15,1,1,1,1.818,"mafia",1,NA,6.264
"2026","biology","temper",29,1,81,2.768,21,0.525,0,1,0,1.468,"",NA,NA,NA
"2026","capital","figure",30,1,85,2.863,28,0.7,0,1,0,1.389,"",NA,NA,NA
"2026","date","laugh",31,1,78,3.236,12,0.3,1,0,0,1.461,"beets",0,NA,11.165
"2026","collect","loyalty",32,1,75,3.275,8,0.2,1,0,0,1.355,"loyalty",1,NA,9.042
"2026","caring","skirt",33,1,91,4.208,35,0.875,0,1,0,1.286,"",NA,NA,NA
"2026","grip","beach",34,1,84,3.33,23,0.575,1,1,1,1.531,"beach",1,NA,6.356
"2026","remind","foam",35,1,97,3.592,39,0.975,0,0,1,1.21,"",NA,NA,NA
"2026","bleach","ruin",36,1,81,2.61,17,0.425,1,1,1,1.513,"RUIN",0,NA,6.23
"2026","knock","otter",37,1,61,3.929,1,0.025,1,1,1,1.843,"otter",1,NA,8.463
"2026","prison","loaf",38,1,86,2.922,31,0.775,0,0,1,1.411,"",NA,NA,NA
"2026","fee","chowder",39,1,86,3.939,29,0.725,0,0,1,1.955,"",NA,NA,NA
"2026","link","crisis",40,1,89,4.487,33,0.825,0,1,0,1.766,"",NA,NA,NA
"2026","nerve","bumper",1,2,71,3.047,5,0.125,1,0,0,1.574,"decay",0,NA,55.259
"2026","smother","surgery",2,2,80,2.53,14,0.35,1,0,0,1.175,"surgery",1,NA,7.207
"2026","bacon","feud",3,2,77,5.582,11,0.275,1,0,0,3.539,"feud",1,NA,5.965
"2026","link","crisis",4,2,89,4.487,33,0.825,0,1,0,1.766,"",NA,NA,NA
"2026","bleach","ruin",5,2,81,2.61,17,0.425,1,1,1,1.513,"ruin",1,NA,5.222
"2026","want","ascent",6,2,95,4.362,37,0.925,0,0,1,1.901,"",NA,NA,NA
"2026","copy","bedroom",7,2,81,2.947,16,0.4,1,1,1,1.39,"bedroom",1,NA,8.301
"2026","grip","beach",8,2,84,3.33,23,0.575,1,1,1,1.531,"beaCH",0,NA,5.955
"2026","collect","loyalty",9,2,75,3.275,8,0.2,1,0,0,1.355,"loyalty",1,NA,7.469
"2026","climax","saucer",10,2,81,2.516,20,0.5,0,1,0,0.989,"",NA,NA,NA
"2026","fan","feature",11,2,73,7.163,7,0.175,1,0,0,2.539,"feature",1,NA,6.14
"2026","find","clown",12,2,81,5.784,15,0.375,1,1,1,2.877,"chowder",0,NA,10.09
"2026","bias","sirloin",13,2,99,3.395,40,1,0,1,0,1.33,"",NA,NA,NA
"2026","bullet","walkway",14,2,91,3.657,34,0.85,0,1,0,1.357,"",NA,NA,NA
"2026","caring","skirt",15,2,91,4.208,35,0.875,0,1,0,1.286,"",NA,NA,NA
"2026","biology","temper",16,2,81,2.768,21,0.525,0,1,0,1.468,"",NA,NA,NA
"2026","knock","otter",17,2,61,3.929,1,0.025,1,1,1,1.843,"otter",1,NA,23.185
"2026","shrink","mafia",18,2,73,2.597,6,0.15,1,1,1,1.818,"mafia",1,NA,6.877
"2026","process","joker",19,2,75,2.896,9,0.225,1,0,0,1.133,"emperor",0,NA,11.141
"2026","date","laugh",20,2,78,3.236,12,0.3,1,0,0,1.461,"bedroom",0,NA,9.783
"2026","plant","worm",21,2,78,2.688,13,0.325,1,0,0,1.221,"worm",1,NA,5.298
"2026","remind","foam",22,2,97,3.592,39,0.975,0,0,1,1.21,"",NA,NA,NA
"2026","fee","chowder",23,2,86,3.939,29,0.725,0,0,1,1.955,"",NA,NA,NA
"2026","port","cinema",24,2,92,3.204,36,0.9,0,0,1,1.855,"",NA,NA,NA
"2026","forest","knob",25,2,81,8.263,18,0.45,1,0,0,2.094,"knob",1,NA,5.84
"2026","anger","decay",26,2,88,4.281,32,0.8,0,0,1,1.93,"",NA,NA,NA
"2026","prison","loaf",27,2,86,2.922,31,0.775,0,0,1,1.411,"",NA,NA,NA
"2026","risk","zero",28,2,85,12.363,25,0.625,0,0,1,11.763,"",NA,NA,NA
"2026","banner","glide",29,2,85,2.737,27,0.675,0,1,0,12.786,"",NA,NA,NA
"2026","visit","glove",30,2,83,3.029,22,0.55,1,1,1,1.425,"glove",1,NA,10.872
"2026","capital","figure",31,2,85,2.863,28,0.7,0,1,0,1.389,"",NA,NA,NA
"2026","calf","annoy",32,2,81,2.743,19,0.475,0,1,0,1.286,"",NA,NA,NA
"2026","replace","roach",33,2,71,2.82,4,0.1,1,0,0,1.936,"feud",0,NA,11.331
"2026","rock","milk",34,2,71,2.975,3,0.075,1,1,1,1.269,"saucer",0,NA,10.699
"2026","mill","feast",35,2,61,3.109,2,0.05,1,1,1,1.953,"feast",1,NA,4.537
"2026","glue","force",36,2,95,3.662,38,0.95,0,1,0,1.35,"",NA,NA,NA
"2026","chicken","beet",37,2,84,3.557,24,0.6,0,0,1,1.508,"",NA,NA,NA
"2026","need","faucet",38,2,86,4.052,30,0.75,0,0,1,2.197,"",NA,NA,NA
"2026","pork","emperor",39,2,85,4.991,26,0.65,0,0,1,1.479,"",NA,NA,NA
"2026","pea","bathtub",40,2,76,2.474,10,0.25,1,1,1,1.496,"feud",0,NA,12.75
"2026","process","joker",1,3,75,2.896,9,0.225,1,0,0,1.133,"joker",1,NA,689.689
"2026","calf","annoy",2,3,81,2.743,19,0.475,0,1,0,1.286,"",NA,NA,NA
"2026","bullet","walkway",3,3,91,3.657,34,0.85,0,1,0,1.357,"",NA,NA,NA
"2026","want","ascent",4,3,95,4.362,37,0.925,0,0,1,1.901,"",NA,NA,NA
"2026","pea","bathtub",5,3,76,2.474,10,0.25,1,1,1,1.496,"bathtub",1,NA,7.059
"2026","bacon","feud",6,3,77,5.582,11,0.275,1,0,0,3.539,"feud",1,NA,3.936
"2026","remind","foam",7,3,97,3.592,39,0.975,0,0,1,1.21,"",NA,NA,NA
"2026","capital","figure",8,3,85,2.863,28,0.7,0,1,0,1.389,"",NA,NA,NA
"2026","glue","force",9,3,95,3.662,38,0.95,0,1,0,1.35,"",NA,NA,NA
"2026","climax","saucer",10,3,81,2.516,20,0.5,0,1,0,0.989,"",NA,NA,NA
"2026","find","clown",11,3,81,5.784,15,0.375,1,1,1,2.877,"clown",1,NA,10.303
"2026","nerve","bumper",12,3,71,3.047,5,0.125,1,0,0,1.574,"bumper",1,NA,11.789
"2026","banner","glide",13,3,85,2.737,27,0.675,0,1,0,12.786,"",NA,NA,NA
"2026","link","crisis",14,3,89,4.487,33,0.825,0,1,0,1.766,"",NA,NA,NA
"2026","shrink","mafia",15,3,73,2.597,6,0.15,1,1,1,1.818,"mafia",1,NA,14.47
"2026","bias","sirloin",16,3,99,3.395,40,1,0,1,0,1.33,"",NA,NA,NA
"2026","fee","chowder",17,3,86,3.939,29,0.725,0,0,1,1.955,"",NA,NA,NA
"2026","bleach","ruin",18,3,81,2.61,17,0.425,1,1,1,1.513,"ruin",1,NA,3.972
"2026","chicken","beet",19,3,84,3.557,24,0.6,0,0,1,1.508,"",NA,NA,NA
"2026","need","faucet",20,3,86,4.052,30,0.75,0,0,1,2.197,"",NA,NA,NA
"2026","visit","glove",21,3,83,3.029,22,0.55,1,1,1,1.425,"glove",1,NA,10.78
"2026","grip","beach",22,3,84,3.33,23,0.575,1,1,1,1.531,"beach",1,NA,9.684
"2026","mill","feast",23,3,61,3.109,2,0.05,1,1,1,1.953,"feast",1,NA,3.528
"2026","biology","temper",24,3,81,2.768,21,0.525,0,1,0,1.468,"",NA,NA,NA
"2026","knock","otter",25,3,61,3.929,1,0.025,1,1,1,1.843,"otter",1,NA,3.881
"2026","pork","emperor",26,3,85,4.991,26,0.65,0,0,1,1.479,"",NA,NA,NA
"2026","fan","feature",27,3,73,7.163,7,0.175,1,0,0,2.539,"feature",1,NA,4.562
"2026","smother","surgery",28,3,80,2.53,14,0.35,1,0,0,1.175,"surgery",1,NA,5.945
"2026","plant","worm",29,3,78,2.688,13,0.325,1,0,0,1.221,"worm",1,NA,4.274
"2026","port","cinema",30,3,92,3.204,36,0.9,0,0,1,1.855,"",NA,NA,NA
"2026","caring","skirt",31,3,91,4.208,35,0.875,0,1,0,1.286,"",NA,NA,NA
"2026","replace","roach",32,3,71,2.82,4,0.1,1,0,0,1.936,"roach",1,NA,7.746
"2026","risk","zero",33,3,85,12.363,25,0.625,0,0,1,11.763,"",NA,NA,NA
"2026","copy","bedroom",34,3,81,2.947,16,0.4,1,1,1,1.39,"bedroom",1,NA,11.452
"2026","forest","knob",35,3,81,8.263,18,0.45,1,0,0,2.094,"knob",1,NA,4.383
"2026","prison","loaf",36,3,86,2.922,31,0.775,0,0,1,1.411,"",NA,NA,NA
"2026","rock","milk",37,3,71,2.975,3,0.075,1,1,1,1.269,"milk",1,NA,4.547
"2026","collect","loyalty",38,3,75,3.275,8,0.2,1,0,0,1.355,"loyalty",1,NA,8.338
"2026","anger","decay",39,3,88,4.281,32,0.8,0,0,1,1.93,"",NA,NA,NA
"2026","date","laugh",40,3,78,3.236,12,0.3,1,0,0,1.461,"laugh",1,NA,16.185
"2035","port","cinema",1,1,93,5.678,35,0.875,1,1,1,0.894,"cinema",1,NA,17.384
"2035","grip","beach",2,1,46,8.283,23,0.575,1,0,0,0.83,"beach",1,NA,12.741
"2035","nerve","bumper",3,1,29,3.126,20,0.5,1,0,0,0.759,"SKIP",0,NA,29.477
"2035","date","laugh",4,1,64,10.926,25,0.625,0,0,1,5.468,"",NA,NA,NA
"2035","want","ascent",5,1,12,7.125,17,0.425,1,0,0,0.863,"SKIP",0,NA,79.441
"2035","prison","loaf",6,1,36,20.206,21,0.525,1,0,0,0.902,"coat",0,NA,56.516
"2035","anger","decay",7,1,94,10.271,37,0.925,1,1,1,0.972,"decay",1,NA,19.854
"2035","link","crisis",8,1,6,5.645,7,0.175,0,1,0,0.926,"",NA,NA,NA
"2035","shrink","mafia",9,1,90,5.717,33,0.825,1,1,1,0.919,"mafia",1,NA,10.867
"2035","biology","temper",10,1,16,7.532,19,0.475,1,0,0,0.654,"SKIP",0,NA,25.98
"2035","knock","otter",11,1,6,24.444,4,0.1,0,1,0,1.404,"",NA,NA,NA
"2035","collect","loyalty",12,1,6,9.029,6,0.15,0,1,0,0.869,"",NA,NA,NA
"2035","visit","glove",13,1,6,8.966,5,0.125,0,1,0,0.814,"",NA,NA,NA
"2035","pea","bathtub",14,1,70,16.276,27,0.675,0,0,1,1.551,"",NA,NA,NA
"2035","copy","bedroom",15,1,12,9.51,18,0.45,1,0,0,0.694,"bedroom",1,NA,34.764
"2035","pork","emperor",16,1,7,27.277,11,0.275,0,1,0,1.415,"",NA,NA,NA
"2035","plant","worm",17,1,95,4.998,40,1,1,1,1,0.782,"worm",1,NA,22.922
"2035","mill","feast",18,1,87,5.061,32,0.8,1,1,1,0.774,"feast",1,NA,6.983
"2035","banner","glide",19,1,8,8.349,13,0.325,0,0,1,5.087,"",NA,NA,NA
"2035","find","clown",20,1,74,10.525,29,0.725,0,0,1,1.388,"",NA,NA,NA
"2035","fee","chowder",21,1,4,13.612,2,0.05,0,1,0,0.79,"",NA,NA,NA
"2035","remind","foam",22,1,10,9.141,15,0.375,1,0,0,0.774,"SKIP",0,NA,31.233
"2035","bacon","feud",23,1,73,13.98,28,0.7,0,0,1,2.799,"",NA,NA,NA
"2035","climax","saucer",24,1,5,32.811,3,0.075,0,1,0,2.99,"",NA,NA,NA
"2035","fan","feature",25,1,66,5.709,26,0.65,0,0,1,4.918,"",NA,NA,NA
"2035","bullet","walkway",26,1,37,20.74,22,0.55,1,0,0,0.862,"walkway",1,NA,25.746
"2035","replace","roach",27,1,7,15.475,12,0.3,0,0,1,0.971,"",NA,NA,NA
"2035","chicken","beet",28,1,4,12.599,1,0.025,0,1,0,6.654,"",NA,NA,NA
"2035","rock","milk",29,1,81,15.829,30,0.75,0,0,1,5.165,"",NA,NA,NA
"2035","bias","sirloin",30,1,10,15.292,16,0.4,0,0,1,1.95,"",NA,NA,NA
"2035","need","faucet",31,1,7,12.237,9,0.225,0,1,0,0.862,"",NA,NA,NA
"2035","caring","skirt",32,1,6,9.693,8,0.2,0,0,1,0.854,"",NA,NA,NA
"2035","capital","figure",33,1,85,15.163,31,0.775,1,1,1,0.829,"figure",1,NA,26.359
"2035","process","joker",34,1,7,13.373,10,0.25,0,1,0,0.919,"",NA,NA,NA
"2035","glue","force",35,1,93,7.869,34,0.85,1,1,1,1.103,"force",1,NA,16.551
"2035","bleach","ruin",36,1,47,35.221,24,0.6,1,0,0,0.859,"ruin",1,NA,6.982
"2035","smother","surgery",37,1,9,9.437,14,0.35,1,0,0,1.493,"SKIP",0,NA,33.933
"2035","calf","annoy",38,1,95,26.661,39,0.975,1,1,1,0.918,"angry",0,NA,10.415
"2035","risk","zero",39,1,95,9.926,38,0.95,1,1,1,1.538,"zero",1,NA,10.957
"2035","forest","knob",40,1,93,7.389,36,0.9,1,1,1,0.822,"knob",1,NA,14.286
"2035","copy","bedroom",1,2,12,9.51,18,0.45,1,0,0,0.694,"bedroom",1,NA,9.865
"2035","calf","annoy",2,2,95,26.661,39,0.975,1,1,1,0.918,"angry ",0,NA,7.374
"2035","climax","saucer",3,2,5,32.811,3,0.075,0,1,0,2.99,"",NA,NA,NA
"2035","replace","roach",4,2,7,15.475,12,0.3,0,0,1,0.971,"",NA,NA,NA
"2035","smother","surgery",5,2,9,9.437,14,0.35,1,0,0,1.493,"SKIP",0,NA,34.159
"2035","date","laugh",6,2,64,10.926,25,0.625,0,0,1,5.468,"",NA,NA,NA
"2035","chicken","beet",7,2,4,12.599,1,0.025,0,1,0,6.654,"",NA,NA,NA
"2035","bullet","walkway",8,2,37,20.74,22,0.55,1,0,0,0.862,"walkway",1,NA,16.829
"2035","grip","beach",9,2,46,8.283,23,0.575,1,0,0,0.83,"beach",1,NA,35.173
"2035","need","faucet",10,2,7,12.237,9,0.225,0,1,0,0.862,"",NA,NA,NA
"2035","process","joker",11,2,7,13.373,10,0.25,0,1,0,0.919,"",NA,NA,NA
"2035","fan","feature",12,2,66,5.709,26,0.65,0,0,1,4.918,"",NA,NA,NA
"2035","plant","worm",13,2,95,4.998,40,1,1,1,1,0.782,"worm",1,NA,15.243
"2035","bleach","ruin",14,2,47,35.221,24,0.6,1,0,0,0.859,"ruin",1,NA,4.038
"2035","collect","loyalty",15,2,6,9.029,6,0.15,0,1,0,0.869,"",NA,NA,NA
"2035","rock","milk",16,2,81,15.829,30,0.75,0,0,1,5.165,"",NA,NA,NA
"2035","find","clown",17,2,74,10.525,29,0.725,0,0,1,1.388,"",NA,NA,NA
"2035","bacon","feud",18,2,73,13.98,28,0.7,0,0,1,2.799,"",NA,NA,NA
"2035","port","cinema",19,2,93,5.678,35,0.875,1,1,1,0.894,"cinema",1,NA,13.202
"2035","knock","otter",20,2,6,24.444,4,0.1,0,1,0,1.404,"",NA,NA,NA
"2035","glue","force",21,2,93,7.869,34,0.85,1,1,1,1.103,"force",1,NA,19.19
"2035","visit","glove",22,2,6,8.966,5,0.125,0,1,0,0.814,"",NA,NA,NA
"2035","banner","glide",23,2,8,8.349,13,0.325,0,0,1,5.087,"",NA,NA,NA
"2035","biology","temper",24,2,16,7.532,19,0.475,1,0,0,0.654,"SKIP",0,NA,38.135
"2035","pea","bathtub",25,2,70,16.276,27,0.675,0,0,1,1.551,"",NA,NA,NA
"2035","caring","skirt",26,2,6,9.693,8,0.2,0,0,1,0.854,"",NA,NA,NA
"2035","capital","figure",27,2,85,15.163,31,0.775,1,1,1,0.829,"figure",1,NA,29.949
"2035","fee","chowder",28,2,4,13.612,2,0.05,0,1,0,0.79,"",NA,NA,NA
"2035","risk","zero",29,2,95,9.926,38,0.95,1,1,1,1.538,"zero",1,NA,55.673
"2035","link","crisis",30,2,6,5.645,7,0.175,0,1,0,0.926,"",NA,NA,NA
"2035","prison","loaf",31,2,36,20.206,21,0.525,1,0,0,0.902,"coat",0,NA,21.202
"2035","pork","emperor",32,2,7,27.277,11,0.275,0,1,0,1.415,"",NA,NA,NA
"2035","bias","sirloin",33,2,10,15.292,16,0.4,0,0,1,1.95,"",NA,NA,NA
"2035","remind","foam",34,2,10,9.141,15,0.375,1,0,0,0.774,"SKIP",0,NA,30.543
"2035","nerve","bumper",35,2,29,3.126,20,0.5,1,0,0,0.759,"SKIP",0,NA,22.654
"2035","anger","decay",36,2,94,10.271,37,0.925,1,1,1,0.972,"decay",1,NA,13.318
"2035","shrink","mafia",37,2,90,5.717,33,0.825,1,1,1,0.919,"mafia",1,NA,4.982
"2035","forest","knob",38,2,93,7.389,36,0.9,1,1,1,0.822,"knob",1,NA,5.391
"2035","want","ascent",39,2,12,7.125,17,0.425,1,0,0,0.863,"SKIP",0,NA,12.765
"2035","mill","feast",40,2,87,5.061,32,0.8,1,1,1,0.774,"feast ",0,NA,11.117
"2035","need","faucet",1,3,7,12.237,9,0.225,0,1,0,0.862,"",NA,NA,NA
"2035","want","ascent",2,3,12,7.125,17,0.425,1,0,0,0.863,"SKIP",0,NA,17.15
"2035","fan","feature",3,3,66,5.709,26,0.65,0,0,1,4.918,"",NA,NA,NA
"2035","copy","bedroom",4,3,12,9.51,18,0.45,1,0,0,0.694,"bedroom",1,NA,20.661
"2035","forest","knob",5,3,93,7.389,36,0.9,1,1,1,0.822,"knob",1,NA,3.063
"2035","pork","emperor",6,3,7,27.277,11,0.275,0,1,0,1.415,"",NA,NA,NA
"2035","anger","decay",7,3,94,10.271,37,0.925,1,1,1,0.972,"decay",1,NA,7.924
"2035","calf","annoy",8,3,95,26.661,39,0.975,1,1,1,0.918,"angry",0,NA,5.062
"2035","knock","otter",9,3,6,24.444,4,0.1,0,1,0,1.404,"",NA,NA,NA
"2035","grip","beach",10,3,46,8.283,23,0.575,1,0,0,0.83,"beach",1,NA,26.523
"2035","bacon","feud",11,3,73,13.98,28,0.7,0,0,1,2.799,"",NA,NA,NA
"2035","capital","figure",12,3,85,15.163,31,0.775,1,1,1,0.829,"figure",1,NA,13.124
"2035","risk","zero",13,3,95,9.926,38,0.95,1,1,1,1.538,"zero",1,NA,10.525
"2035","date","laugh",14,3,64,10.926,25,0.625,0,0,1,5.468,"",NA,NA,NA
"2035","collect","loyalty",15,3,6,9.029,6,0.15,0,1,0,0.869,"",NA,NA,NA
"2035","biology","temper",16,3,16,7.532,19,0.475,1,0,0,0.654,"SKIP",0,NA,9.057
"2035","prison","loaf",17,3,36,20.206,21,0.525,1,0,0,0.902,"coat",0,NA,7.383
"2035","fee","chowder",18,3,4,13.612,2,0.05,0,1,0,0.79,"",NA,NA,NA
"2035","rock","milk",19,3,81,15.829,30,0.75,0,0,1,5.165,"",NA,NA,NA
"2035","find","clown",20,3,74,10.525,29,0.725,0,0,1,1.388,"",NA,NA,NA
"2035","pea","bathtub",21,3,70,16.276,27,0.675,0,0,1,1.551,"",NA,NA,NA
"2035","glue","force",22,3,93,7.869,34,0.85,1,1,1,1.103,"force",1,NA,8.696
"2035","shrink","mafia",23,3,90,5.717,33,0.825,1,1,1,0.919,"mafia",1,NA,4.534
"2035","bias","sirloin",24,3,10,15.292,16,0.4,0,0,1,1.95,"",NA,NA,NA
"2035","nerve","bumper",25,3,29,3.126,20,0.5,1,0,0,0.759,"SKIP",0,NA,16.971
"2035","process","joker",26,3,7,13.373,10,0.25,0,1,0,0.919,"",NA,NA,NA
"2035","banner","glide",27,3,8,8.349,13,0.325,0,0,1,5.087,"",NA,NA,NA
"2035","remind","foam",28,3,10,9.141,15,0.375,1,0,0,0.774,"SKIP",0,NA,23.744
"2035","smother","surgery",29,3,9,9.437,14,0.35,1,0,0,1.493,"SKIP",0,NA,16.667
"2035","bullet","walkway",30,3,37,20.74,22,0.55,1,0,0,0.862,"walkway",1,NA,10.87
"2035","port","cinema",31,3,93,5.678,35,0.875,1,1,1,0.894,"cinema ",0,NA,4.407
"2035","mill","feast",32,3,87,5.061,32,0.8,1,1,1,0.774,"feast",1,NA,4.774
"2035","visit","glove",33,3,6,8.966,5,0.125,0,1,0,0.814,"",NA,NA,NA
"2035","caring","skirt",34,3,6,9.693,8,0.2,0,0,1,0.854,"",NA,NA,NA
"2035","plant","worm",35,3,95,4.998,40,1,1,1,1,0.782,"worm",1,NA,6.167
"2035","replace","roach",36,3,7,15.475,12,0.3,0,0,1,0.971,"",NA,NA,NA
"2035","climax","saucer",37,3,5,32.811,3,0.075,0,1,0,2.99,"",NA,NA,NA
"2035","link","crisis",38,3,6,5.645,7,0.175,0,1,0,0.926,"",NA,NA,NA
"2035","chicken","beet",39,3,4,12.599,1,0.025,0,1,0,6.654,"",NA,NA,NA
"2035","bleach","ruin",40,3,47,35.221,24,0.6,1,0,0,0.859,"ruin",1,NA,4.631
"2109","mill","feast",1,1,1,3.389,22,0.55,0,0,1,0.876,"",NA,NA,NA
"2109","capital","figure",2,1,20,4.639,37,0.925,1,1,1,3.25,"SKIP",0,NA,8.236
"2109","climax","saucer",3,1,1,4.72,24,0.6,0,0,1,2.046,"",NA,NA,NA
"2109","pork","emperor",4,1,1,2.883,23,0.575,0,0,1,1.406,"",NA,NA,NA
"2109","want","ascent",5,1,1,3.585,29,0.725,0,0,1,1.007,"",NA,NA,NA
"2109","bacon","feud",6,1,1,3.507,27,0.675,0,0,1,1.045,"",NA,NA,NA
"2109","biology","temper",7,1,1,3.553,25,0.625,0,0,1,1.204,"",NA,NA,NA
"2109","process","joker",8,1,1,2.905,9,0.225,0,1,0,1.71,"",NA,NA,NA
"2109","forest","knob",9,1,1,2.86,18,0.45,1,0,0,2.196,"TREE",0,NA,7.724
"2109","need","faucet",10,1,1,3.398,26,0.65,0,0,1,1.093,"",NA,NA,NA
"2109","remind","foam",11,1,1,3.726,12,0.3,1,0,0,3.023,"SKIP",0,NA,7.921
"2109","pea","bathtub",12,1,1,3.623,33,0.825,1,1,1,0.836,"SKIP",0,NA,5.913
"2109","prison","loaf",13,1,1,2.967,16,0.4,1,0,0,1.405,"SKIP",0,NA,5.704
"2109","banner","glide",14,1,30,9.249,40,1,1,1,1,1.811,"BEET",0,NA,4.85
"2109","find","clown",15,1,1,3.279,32,0.8,1,1,1,0.985,"SKIP",0,NA,14.545
"2109","nerve","bumper",16,1,1,2.631,6,0.15,0,1,0,1.048,"",NA,NA,NA
"2109","rock","milk",17,1,1,3.021,15,0.375,1,0,0,1.118,"PAPER",0,NA,8.248
"2109","glue","force",18,1,1,4.258,17,0.425,1,0,0,0.991,"SKIN",0,NA,7.647
"2109","copy","bedroom",19,1,1,3.763,7,0.175,0,1,0,0.781,"",NA,NA,NA
"2109","fan","feature",20,1,1,3.234,35,0.875,1,1,1,1.304,"MILK",0,NA,8.098
"2109","bias","sirloin",21,1,1,10.109,1,0.025,0,1,0,18.209,"",NA,NA,NA
"2109","visit","glove",22,1,1,3.914,3,0.075,0,1,0,1.296,"",NA,NA,NA
"2109","replace","roach",23,1,1,4.29,21,0.525,0,0,1,3.234,"",NA,NA,NA
"2109","port","cinema",24,1,1,2.835,30,0.75,0,0,1,1.047,"",NA,NA,NA
"2109","grip","beach",25,1,1,2.844,20,0.5,1,0,0,1.435,"PORT",0,NA,6.799
"2109","knock","otter",26,1,1,2.803,8,0.2,0,1,0,2.359,"",NA,NA,NA
"2109","smother","surgery",27,1,1,3.202,19,0.475,1,0,0,1.43,"SKIP",0,NA,13.571
"2109","collect","loyalty",28,1,1,4.811,13,0.325,1,0,0,1.36,"SKIP",0,NA,6.569
"2109","date","laugh",29,1,1,3.451,14,0.35,1,0,0,1.196,"SKIP",0,NA,5.655
"2109","bleach","ruin",30,1,1,7.195,2,0.05,0,1,0,1.983,"",NA,NA,NA
"2109","anger","decay",31,1,1,3.311,10,0.25,0,1,0,1.164,"",NA,NA,NA
"2109","link","crisis",32,1,1,3.725,31,0.775,1,1,1,1.077,"ANGER",0,NA,6.92
"2109","fee","chowder",33,1,1,2.664,34,0.85,1,1,1,0.93,"SKIP",0,NA,4.897
"2109","risk","zero",34,1,20,6.014,39,0.975,1,1,1,4.43,"SKIP",0,NA,9.485
"2109","calf","annoy",35,1,1,3.053,28,0.7,0,0,1,1.147,"",NA,NA,NA
"2109","shrink","mafia",36,1,20,8.021,36,0.9,1,1,1,1.977,"BEET",0,NA,6.685
"2109","chicken","beet",37,1,20,5.164,38,0.95,1,1,1,1.094,"SKIP",0,NA,5.671
"2109","caring","skirt",38,1,1,3.147,5,0.125,0,1,0,1.282,"",NA,NA,NA
"2109","plant","worm",39,1,1,3.188,4,0.1,0,1,0,1.241,"",NA,NA,NA
"2109","bullet","walkway",40,1,1,3.58,11,0.275,1,0,0,0.882,"PLANT",0,NA,6.951
"2109","grip","beach",1,2,1,2.844,20,0.5,1,0,0,1.435,"MILK",0,NA,8.735
"2109","nerve","bumper",2,2,1,2.631,6,0.15,0,1,0,1.048,"",NA,NA,NA
"2109","date","laugh",3,2,1,3.451,14,0.35,1,0,0,1.196,"SIRLOIN",0,NA,8.474
"2109","bias","sirloin",4,2,1,10.109,1,0.025,0,1,0,18.209,"",NA,NA,NA
"2109","banner","glide",5,2,30,9.249,40,1,1,1,1,1.811,"ADULT",0,NA,13.841
"2109","need","faucet",6,2,1,3.398,26,0.65,0,0,1,1.093,"",NA,NA,NA
"2109","want","ascent",7,2,1,3.585,29,0.725,0,0,1,1.007,"",NA,NA,NA
"2109","biology","temper",8,2,1,3.553,25,0.625,0,0,1,1.204,"",NA,NA,NA
"2109","bullet","walkway",9,2,1,3.58,11,0.275,1,0,0,0.882,"DESCENT",0,NA,9.66
"2109","rock","milk",10,2,1,3.021,15,0.375,1,0,0,1.118,"SALT",0,NA,12.201
"2109","climax","saucer",11,2,1,4.72,24,0.6,0,0,1,2.046,"",NA,NA,NA
"2109","find","clown",12,2,1,3.279,32,0.8,1,1,1,0.985,"TEMPER",0,NA,10.178
"2109","remind","foam",13,2,1,3.726,12,0.3,1,0,0,3.023,"SKIN",0,NA,9.898
"2109","plant","worm",14,2,1,3.188,4,0.1,0,1,0,1.241,"",NA,NA,NA
"2109","chicken","beet",15,2,20,5.164,38,0.95,1,1,1,1.094,"SKIP",0,NA,4.373
"2109","forest","knob",16,2,1,2.86,18,0.45,1,0,0,2.196,"SKIP",0,NA,5.414
"2109","prison","loaf",17,2,1,2.967,16,0.4,1,0,0,1.405,"SKIP",0,NA,4.798
"2109","anger","decay",18,2,1,3.311,10,0.25,0,1,0,1.164,"",NA,NA,NA
"2109","fee","chowder",19,2,1,2.664,34,0.85,1,1,1,0.93,"ANGER",0,NA,5.951
"2109","pea","bathtub",20,2,1,3.623,33,0.825,1,1,1,0.836,"CHICKEN",0,NA,9.398
"2109","collect","loyalty",21,2,1,4.811,13,0.325,1,0,0,1.36,"SKIP",0,NA,4.851
"2109","knock","otter",22,2,1,2.803,8,0.2,0,1,0,2.359,"",NA,NA,NA
"2109","visit","glove",23,2,1,3.914,3,0.075,0,1,0,1.296,"",NA,NA,NA
"2109","process","joker",24,2,1,2.905,9,0.225,0,1,0,1.71,"",NA,NA,NA
