"subn","word1","word2","points","value","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt","response","testacc","rtfirst","rt"
"3699","chicken","beet",1,0,27,1,6,3.019,3,0.0833333333333333,0,1,0,1.335,"",NA,NA,NA,"glue",0,5.522,"7.255"
"3699","process","joker",10,1,8,1,4,5.079,1,0.0277777777777778,0,1,0,-99,"",NA,NA,NA,"force",0,2.466,"4.751"
"3699","climax","saucer",11,1,15,1,6,2.053,9,0.25,0,1,0,1.142,"",NA,NA,NA,"worm",0,3.344,"5.345"
"3699","bullet","walkway",11,1,35,1,5,2.193,4,0.111111111111111,0,1,0,1.35,"",NA,NA,NA,"process",0,5.749,"7.966"
"3699","caring","skirt",1,0,7,1,12,1.633,27,0.75,1,1,1,1.279,"worm",0,NA,44.715,"pork",0,3.162,"5.308"
"3699","knock","otter",12,1,13,1,6,1.984,15,0.416666666666667,0,1,0,1.182,"",NA,NA,NA,"roach",0,4.304,"6.781"
"3699","plant","worm",1,0,9,1,5,4.157,25,0.694444444444444,1,1,1,2.03,"feature",0,NA,14.545,"mafia",0,3.331,"5.115"
"3699","replace","roach",11,1,29,1,6,2.209,24,0.666666666666667,1,1,1,1.699,"clown",0,NA,8.904,"bacon",0,5.089,"7.189"
"3699","nerve","bumper",11,1,11,1,4,2.317,5,0.138888888888889,0,1,0,1.161,"",NA,NA,NA,"bedroom",0,11.592,"14.126"
"3699","glue","force",11,1,33,1,8,2.365,12,0.333333333333333,0,1,0,1.605,"",NA,NA,NA,"remind",0,3.298,"5.09"
"3699","grip","beach",12,1,19,1,5,8.874,19,0.527777777777778,1,1,1,1.155,"milk",0,NA,6.121,"nerve",0,2.709,"4.454"
"3699","bleach","ruin",10,1,21,1,32,1.804,32,0.888888888888889,1,1,1,1.235,"ruin",1,NA,20.328,"ruin",1,2.778,"7.878"
"3770","want","ascent",10,1,16,1,37,2.169,33,0.916666666666667,1,0,0,0.727,"ascent",1,NA,5.552,"desire",0,15.759,"19.099"
"3770","bias","sirloin",1,0,1,1,19,2.874,36,1,1,0,0,0.991,"sirloin",1,NA,6.575,"sirloin",1,1.672,"4.934"
"3770","bleach","ruin",10,1,23,1,75,7.424,1,0.0277777777777778,0,0,1,-99,"",NA,NA,NA,"ruin",1,2.463,"8.231"
"3770","process","joker",10,1,6,1,41,2.508,15,0.416666666666667,0,0,1,1.279,"",NA,NA,NA,"skip",0,9.176,"11.368"
"3770","need","faucet",11,1,29,1,39,3.345,27,0.75,0,0,1,1.887,"",NA,NA,NA,"skip",0,8.176,"10.123"
"3770","calf","annoy",2,0,21,1,27,2.277,29,0.805555555555556,1,0,0,0.832,"annoy",1,NA,4.087,"annoying",0,1.743,"4.783"
"3770","capital","figure",3,0,22,1,27,2.169,4,0.111111111111111,1,0,0,1.223,"refuse",0,NA,12.134,"skip",0,12.193,"14.743"
"3770","bullet","walkway",11,1,25,1,53,1.703,21,0.583333333333333,0,0,1,0.792,"",NA,NA,NA,"walkway",1,3.236,"5.808"
"3770","grip","beach",12,1,5,1,38,2.035,5,0.138888888888889,0,0,1,1.183,"",NA,NA,NA,"access",0,3.57,"5.657"
"3770","find","clown",2,0,13,1,19,2.706,3,0.0833333333333333,1,0,0,1.079,"trip",0,NA,8.52,"fashion",0,3.949,"9.679"
"3770","caring","skirt",1,0,28,1,26,2.28,10,0.277777777777778,0,0,1,0.799,"",NA,NA,NA,"skirt",1,2.326,"4.335"
"3770","link","crisis",12,1,33,1,31,2.36,19,0.527777777777778,0,0,1,2.032,"",NA,NA,NA,"skip",0,5.597,"7.599"
"3770","remind","foam",2,0,14,1,28,1.984,22,0.611111111111111,1,0,0,0.872,"close",0,NA,13.337,"skip",0,8.006,"10.327"
"3770","nerve","bumper",11,1,30,1,27,2.37,6,0.166666666666667,0,0,1,0.911,"",NA,NA,NA,"skip",0,19.719,"21.96"
"3770","chicken","beet",1,0,10,1,61,2.092,9,0.25,0,0,1,0.768,"",NA,NA,NA,"beet",1,1.437,"3.134"
"3770","glue","force",11,1,11,1,60,2.01,14,0.388888888888889,0,0,1,2.551,"",NA,NA,NA,"force",1,4.065,"6.544"
"3770","anger","decay",1,0,26,1,34,2.033,17,0.472222222222222,1,0,0,0.695,"front",0,NA,14.662,"balance",0,9.113,"11.552"
"3770","date","laugh",12,1,35,1,64,2.438,8,0.222222222222222,0,0,1,0.825,"",NA,NA,NA,"laugh",1,6.795,"8.848"
"3770","bacon","feud",3,0,3,1,32,2.226,13,0.361111111111111,0,0,1,1.181,"",NA,NA,NA,"skip",0,55.612,"58.335"
"3770","plant","worm",1,0,24,1,55,1.514,25,0.694444444444444,1,0,0,0.687,"worm",1,NA,3.821,"worm",1,1.686,"3.616"
"3770","knock","otter",12,1,7,1,51,3.062,32,0.888888888888889,1,0,0,0.759,"otter",1,NA,10.875,"skip",0,8.404,"10.437"
"3770","biology","temper",2,0,18,1,39,1.916,26,0.722222222222222,1,0,0,0.792,"temper",1,NA,3.948,"skip",0,16.661,"18.775"
"3770","climax","saucer",11,1,17,1,39,1.989,23,0.638888888888889,0,0,1,1.358,"",NA,NA,NA,"cinema",0,5.609,"9.224"
"3770","replace","roach",11,1,15,1,21,2.134,7,0.194444444444444,1,0,0,0.791,"skip",0,NA,12.695,"skip",0,6.403,"8.431"
"3770","pork","emperor",10,1,31,1,26,2.118,24,0.666666666666667,0,0,1,0.815,"",NA,NA,NA,"skip",0,9.169,"11.214"
"3770","smother","surgery",3,0,32,1,40,2.276,30,0.833333333333333,1,0,0,1.224,"linger",0,NA,5.913,"skip",0,13.168,"15.16"
"3770","fee","chowder",3,0,4,1,51,2.156,34,0.944444444444444,1,0,0,0.887,"fashion",0,NA,7.03,"fashion",0,4.943,"7.92"
"3770","visit","glove",2,0,27,1,33,2.166,18,0.5,1,0,0,1.896,"glove",1,NA,3.103,"glove",1,1.634,"3.936"
"3770","mill","feast",12,1,2,1,55,1.867,28,0.777777777777778,0,0,1,0.705,"",NA,NA,NA,"milk",0,57.468,"59.696"
"3770","fan","feature",1,0,12,1,46,2.937,35,0.972222222222222,1,0,0,0.773,"feature",1,NA,16.547,"fashion",0,5.393,"8.111"
"3770","port","cinema",2,0,20,1,28,2.068,20,0.555555555555556,1,0,0,0.774,"cinema",1,NA,4.275,"dorm",0,6.954,"9.152"
"3770","rock","milk",10,1,8,1,38,2.036,31,0.861111111111111,1,0,0,0.911,"milk",1,NA,9.752,"milk",1,1.645,"3.751"
"3770","prison","loaf",3,0,19,1,51,2.472,11,0.305555555555556,0,0,1,0.735,"",NA,NA,NA,"loaf",1,3.7,"7.911"
"3770","copy","bedroom",3,0,34,1,21,2.61,16,0.444444444444444,1,0,0,0.709,"bedroom",1,NA,4.518,"bedroom",1,1.249,"6.512"
"3770","shrink","mafia",10,1,9,1,54,1.963,2,0.0555555555555556,0,0,1,4.878,"",NA,NA,NA,"skip",0,4.551,"6.711"
"3770","pea","bathtub",12,1,36,1,36,2.555,12,0.333333333333333,0,0,1,0.91,"",NA,NA,NA,"bedroom",0,3.018,"6.8"
"3778","smother","surgery",3,0,15,1,58,5.389,2,0.0555555555555556,0,0,1,6.512,"",NA,NA,NA,"surgery",1,7.182,"9.967"
"3778","copy","bedroom",3,0,23,1,40,3.918,19,0.527777777777778,1,0,0,1.455,"bedroom",1,NA,11.032,"room",0,11.465,"13.59"
"3778","need","faucet",11,1,17,1,64,8.829,36,1,1,0,0,0.999,"faucet",1,NA,13.31,"ascent",0,21.167,"24.303"
"3778","date","laugh",12,1,31,1,74,2.9,32,0.888888888888889,0,0,1,7.311,"",NA,NA,NA,"laugh",1,6.258,"8.488"
"3778","prison","loaf",3,0,9,1,67,2.126,13,0.361111111111111,0,0,1,1.064,"",NA,NA,NA,"loaf",1,8.954,"20.302"
"3778","plant","worm",1,0,28,1,62,2.9,18,0.5,1,0,0,2.839,"worm",1,NA,5.976,"worm",1,6.729,"8.414"
"3778","want","ascent",10,1,13,1,59,2.372,28,0.777777777777778,1,0,0,1,"ascent",1,NA,6.286,"ascent",1,1.267,"5.689"
"3778","visit","glove",2,0,20,1,37,3.773,34,0.944444444444444,1,0,0,1.111,"crisis",0,NA,55.742,"skip",0,32.027,"33.944"
"3778","pea","bathtub",12,1,35,1,71,7.18,21,0.583333333333333,0,0,1,3.447,"",NA,NA,NA,"bathtub",1,3.731,"7.912"
"3778","bleach","ruin",10,1,6,1,69,3.51,3,0.0833333333333333,0,0,1,8.158,"",NA,NA,NA,"decay",0,3.146,"5.207"
"3778","replace","roach",11,1,36,1,67,2.749,5,0.138888888888889,0,0,1,1.088,"",NA,NA,NA,"skip",0,25.969,"28.198"
"3778","shrink","mafia",10,1,34,1,65,1.684,31,0.861111111111111,0,0,1,1.114,"",NA,NA,NA,"mafia",1,9.896,"11.695"
"3778","grip","beach",12,1,16,1,40,7.621,7,0.194444444444444,1,0,0,2.632,"bleach",0,NA,23.662,"decay",0,4.216,"6.997"
"3778","find","clown",2,0,2,1,20,1.877,4,0.111111111111111,1,0,0,1.831,"clown",1,NA,20.715,"clown",1,8.803,"12.952"
"3778","capital","figure",3,0,27,1,37,3.645,30,0.833333333333333,1,0,0,1.167,"figure",1,NA,10.549,"figure",1,1.962,"3.935"
"3778","bacon","feud",3,0,22,1,64,2.429,16,0.444444444444444,1,0,0,1.191,"emperor",0,NA,4.535,"emperor",0,2.011,"19.967"
"3778","chicken","beet",1,0,8,1,36,5.148,9,0.25,1,0,0,0.992,"beet",1,NA,19.976,"beet",1,1.452,"3.095"
"3778","mill","feast",12,1,25,1,58,46.132,17,0.472222222222222,0,0,1,1.798,"",NA,NA,NA,"feast",1,1.299,"3.016"
"3778","fee","chowder",3,0,3,1,25,2.125,12,0.333333333333333,0,0,1,1.479,"",NA,NA,NA,"skip",0,9.467,"11.392"
"3778","caring","skirt",1,0,33,1,30,2.377,24,0.666666666666667,1,0,0,0.953,"skirt",1,NA,17.239,"skip",0,11.115,"25.519"
"3778","biology","temper",2,0,7,1,34,4.267,14,0.388888888888889,1,0,0,1.862,"temper",1,NA,7.338,"temper",1,5.593,"7.262"
"3778","process","joker",10,1,24,1,64,12.134,35,0.972222222222222,0,0,1,1.046,"",NA,NA,NA,"decay",0,20.633,"22.71"
"3778","fan","feature",1,0,18,1,28,1.884,20,0.555555555555556,1,0,0,1.127,"annoy",0,NA,27.623,"glove",0,18.769,"20.679"
"3778","bullet","walkway",11,1,32,1,37,2.331,27,0.75,1,0,0,3.392,"skirt",0,NA,17.732,"walkway",1,2.393,"5.303"
"3778","glue","force",11,1,1,1,66,2.414,6,0.166666666666667,0,0,1,1.303,"",NA,NA,NA,"faucet",0,36.644,"39.024"
"3778","rock","milk",10,1,5,1,64,7.019,33,0.916666666666667,0,0,1,25.695,"",NA,NA,NA,"mill",0,3.265,"8.918"
"3778","port","cinema",2,0,12,1,40,2.316,23,0.638888888888889,1,0,0,1.168,"cinema",1,NA,7.034,"cinema",1,1.803,"3.968"
"3778","remind","foam",2,0,21,1,38,1.781,29,0.805555555555556,1,0,0,1,"floor",0,NA,28.222,"replace",0,12.232,"15.157"
"3778","bias","sirloin",1,0,14,1,37,3.206,10,0.277777777777778,0,0,1,1.486,"",NA,NA,NA,"sirloin",1,4.691,"6.792"
"3778","link","crisis",12,1,4,1,61,3.371,11,0.305555555555556,0,0,1,1.353,"",NA,NA,NA,"skip",0,34.33,"36.118"
"3778","climax","saucer",11,1,10,1,63,3.867,1,0.0277777777777778,0,0,1,-99,"",NA,NA,NA,"saucer",1,1.154,"3.183"
"3778","calf","annoy",2,0,19,1,33,2.81,22,0.611111111111111,1,0,0,2.263,"annoy",1,NA,24.816,"annoy",1,1.314,"3.417"
"3778","pork","emperor",10,1,30,1,67,3.59,26,0.722222222222222,0,0,1,0.952,"",NA,NA,NA,"emperor",1,1.672,"4.51"
"3778","knock","otter",12,1,26,1,68,2.164,8,0.222222222222222,0,0,1,1.087,"",NA,NA,NA,"otter",1,13.77,"15.639"
"3778","nerve","bumper",11,1,29,1,70,18.109,25,0.694444444444444,0,0,1,3.919,"",NA,NA,NA,"skip",0,4.194,"16.047"
"3778","anger","decay",1,0,11,1,57,1.877,15,0.416666666666667,1,0,0,1.703,"destroy",0,NA,19.112,"decay",1,31.779,"38.048"
"3796","knock","otter",12,1,26,1,100,5.805,33,0.916666666666667,0,0,1,1.117,"",NA,NA,NA,"otter",1,8.586,"10.254"
"3796","caring","skirt",1,0,3,1,97,3.151,30,0.833333333333333,1,0,0,0.936,"skirt",1,NA,31.905,"skirt",1,8.62,"10.521"
"3796","bias","sirloin",1,0,9,1,100,2.23,24,0.666666666666667,1,0,0,0.707,"sirloin",1,NA,23.148,"sirloin",1,19.442,"22.738"
"3796","fee","chowder",3,0,19,1,100,3.045,12,0.333333333333333,1,0,0,1.691,"chowder",1,NA,20.457,"chowder",1,5.762,"8.261"
"3796","pork","emperor",10,1,5,1,100,1.599,17,0.472222222222222,0,0,1,1.334,"",NA,NA,NA,"emperor",1,9.295,"11.811"
"3796","prison","loaf",3,0,28,1,100,3.063,10,0.277777777777778,1,0,0,0.954,"loaf",1,NA,25.157,"loaf",1,3.748,"5.922"
"3796","anger","decay",1,0,6,1,90,2.582,35,0.972222222222222,1,0,0,8.884,"decay",1,NA,82.491,"decay",1,5.897,"7.414"
"3796","smother","surgery",3,0,22,1,100,3.041,2,0.0555555555555556,1,0,0,16.574,"surgery",1,NA,12.323,"surgery",1,3.272,"5.441"
"3796","bacon","feud",3,0,8,1,100,1.731,16,0.444444444444444,1,0,0,0.969,"feud",1,NA,37.788,"feud",1,9.398,"10.792"
"3796","calf","annoy",2,0,27,1,91,4.786,36,1,1,0,0,1.425,"annoy",1,NA,63.934,"annoy",1,4.172,"6.887"
"3796","want","ascent",10,1,23,1,100,2.086,20,0.555555555555556,0,0,1,1.074,"",NA,NA,NA,"ascent",1,3.631,"7.409"
"3796","port","cinema",2,0,20,1,100,3.449,11,0.305555555555556,1,0,0,1.791,"cinema",1,NA,30.567,"cinema",1,3.227,"5.299"
"3796","fan","feature",1,0,21,1,94,5.725,26,0.722222222222222,1,0,0,0.675,"feature",1,NA,24.541,"feature",1,5.726,"16.223"
"3796","plant","worm",1,0,7,1,100,3.346,6,0.166666666666667,1,0,0,1.665,"worm",1,NA,11.482,"worm",1,2.359,"3.495"
"3796","nerve","bumper",11,1,18,1,100,1.869,18,0.5,0,0,1,0.872,"",NA,NA,NA,"bumper",1,7.23,"9.536"
"3796","visit","glove",2,0,1,1,88,1.88,28,0.777777777777778,1,0,0,0.725,"glove",1,NA,22.458,"glove",1,6.149,"8.252"
"3796","chicken","beet",1,0,33,1,100,3.635,7,0.194444444444444,1,0,0,0.844,"beet",1,NA,17.35,"beet",1,3.227,"4.91"
"3796","need","faucet",11,1,25,1,100,1.227,15,0.416666666666667,0,0,1,0.997,"",NA,NA,NA,"faucet",1,7.868,"10.419"
"3796","mill","feast",12,1,24,1,99,2.123,23,0.638888888888889,0,0,1,0.861,"",NA,NA,NA,"feast",1,2.603,"4.693"
"3796","capital","figure",3,0,15,1,100,2.495,34,0.944444444444444,1,0,0,1.138,"figure",1,NA,13.415,"figure",1,10.725,"12.476"
"3796","process","joker",10,1,16,1,99,3.293,4,0.111111111111111,0,0,1,1.038,"",NA,NA,NA,"joker",1,5.917,"9.113"
"3796","climax","saucer",11,1,36,1,100,10.135,9,0.25,0,0,1,0.857,"",NA,NA,NA,"saucer",1,5.946,"8.509"
"3796","rock","milk",10,1,14,1,99,2.373,32,0.888888888888889,0,0,1,1.128,"",NA,NA,NA,"milk",1,5.764,"7.031"
"3796","remind","foam",2,0,17,1,96,3.8,31,0.861111111111111,1,0,0,1.731,"foam",1,NA,21.094,"foam",1,5.281,"6.899"
"3796","date","laugh",12,1,31,1,100,4.327,21,0.583333333333333,0,0,1,0.613,"",NA,NA,NA,"laugh",1,7.1,"8.588"
"3796","copy","bedroom",3,0,30,1,96,1.792,8,0.222222222222222,1,0,0,1.719,"bedroom",1,NA,13.369,"bedroom",1,3.151,"4.811"
"3796","glue","force",11,1,2,1,100,1.805,22,0.611111111111111,0,0,1,0.896,"",NA,NA,NA,"force",1,2.834,"4.281"
"3796","replace","roach",11,1,13,1,100,11.947,3,0.0833333333333333,0,0,1,1.564,"",NA,NA,NA,"roach",1,5.805,"7.124"
"3796","bleach","ruin",10,1,29,1,100,3.86,13,0.361111111111111,0,0,1,1.198,"",NA,NA,NA,"ruin",1,12.146,"14.752"
"3796","link","crisis",12,1,4,1,97,2.035,29,0.805555555555556,0,0,1,1.091,"",NA,NA,NA,"crisis",1,5.222,"7.229"
"3796","bullet","walkway",11,1,10,1,98,2.146,14,0.388888888888889,0,0,1,3.973,"",NA,NA,NA,"walkway",1,3.702,"6.043"
"3796","find","clown",2,0,12,1,100,2.51,5,0.138888888888889,1,0,0,0.842,"clown",1,NA,381.661,"clown",1,7.371,"8.771"
"3796","biology","temper",2,0,35,1,100,1.532,19,0.527777777777778,1,0,0,2.502,"temper",1,NA,59.079,"temper",1,3.518,"5.033"
"3796","pea","bathtub",12,1,32,1,100,1.904,25,0.694444444444444,0,0,1,0.88,"",NA,NA,NA,"bathtub",1,6.048,"8.231"
"3796","shrink","mafia",10,1,11,1,100,1.74,27,0.75,0,0,1,0.953,"",NA,NA,NA,"mafia",1,4.032,"5.796"
"3796","grip","beach",12,1,34,1,100,17.878,1,0.0277777777777778,0,0,1,-99,"",NA,NA,NA,"beach",1,4.156,"6.057"
"3870","plant","worm",1,0,26,1,46,1.976,36,1,1,0,0,0.699,"worm",1,NA,3.729,"worm",1,5.393,"6.754"
"3870","glue","force",11,1,31,1,52,1.559,8,0.222222222222222,0,0,1,0.852,"",NA,NA,NA,"force",1,4.238,"5.525"
"3870","knock","otter",12,1,8,1,53,1.935,6,0.166666666666667,0,0,1,0.99,"",NA,NA,NA,"otter",1,1.773,"3.599"
"3870","nerve","bumper",11,1,33,1,68,1.677,20,0.555555555555556,0,0,1,0.721,"",NA,NA,NA,"bumper",1,2.026,"3.486"
"3870","capital","figure",3,0,2,1,46,1.922,21,0.583333333333333,1,0,0,0.846,"wealth",0,NA,9.33,"finance",0,3.08,"18.923"
"3870","mill","feast",12,1,7,1,47,1.732,19,0.527777777777778,0,0,1,0.906,"",NA,NA,NA,"grain",0,4.978,"7.886"
"3870","shrink","mafia",10,1,3,1,45,3.118,34,0.944444444444444,0,0,1,2.166,"",NA,NA,NA,"mafia",1,1.187,"2.519"
"3870","fee","chowder",3,0,20,1,22,1.562,22,0.611111111111111,1,0,0,0.974,"rouge",0,NA,5.269,"skip",0,6.403,"10.807"
"3870","bleach","ruin",10,1,24,1,55,2.063,28,0.777777777777778,0,0,1,0.677,"",NA,NA,NA,"clean",0,1.565,"30.742"
"3870","bacon","feud",3,0,11,1,55,1.296,13,0.361111111111111,1,0,0,0.723,"feud",1,NA,3.944,"feud",1,1.933,"6.643"
"3870","date","laugh",12,1,34,1,58,1.59,30,0.833333333333333,0,0,1,1.348,"",NA,NA,NA,"x",0,13.294,"14.48"
"3870","fan","feature",1,0,32,1,48,1.738,14,0.388888888888889,1,0,0,0.796,"favorite",0,NA,9.812,"favorite",0,1.475,"30.374"
"3870","smother","surgery",3,0,36,1,43,1.918,29,0.805555555555556,1,0,0,0.696,"stranger",0,NA,10.99,"slaughter",0,1.847,"3.88"
"3870","process","joker",10,1,10,1,53,2.48,7,0.194444444444444,0,0,1,1.368,"",NA,NA,NA,"x",0,3.235,"7.177"
"3870","want","ascent",10,1,28,1,40,2.894,27,0.75,0,0,1,0.764,"",NA,NA,NA,"ascend",0,3.667,"7.057"
"3870","bullet","walkway",11,1,4,1,58,1.663,32,0.888888888888889,0,0,1,0.708,"",NA,NA,NA,"walkway",1,2.404,"4.02"
"3870","rock","milk",10,1,12,1,52,2.14,24,0.666666666666667,0,0,1,0.611,"",NA,NA,NA,"milk",1,2.812,"4.414"
"3870","caring","skirt",1,0,29,1,48,2.564,15,0.416666666666667,1,0,0,0.657,"skirt",1,NA,3.407,"skirt",1,1.507,"2.638"
"3870","replace","roach",11,1,5,1,56,1.638,11,0.305555555555556,0,0,1,0.765,"",NA,NA,NA,"x",0,2.628,"3.759"
"3870","bias","sirloin",1,0,15,1,24,1.57,18,0.5,1,0,0,0.892,"sirloin",1,NA,3.534,"sirloin",1,5.329,"7.287"
"3870","biology","temper",2,0,1,1,43,1.932,3,0.0833333333333333,1,0,0,1.67,"skip",0,NA,6.242,"x",0,8.084,"8.424"
"3870","climax","saucer",11,1,22,1,61,2.749,12,0.333333333333333,0,0,1,0.676,"",NA,NA,NA,"saucer",1,4.134,"5.701"
"3870","grip","beach",12,1,21,1,55,2.918,35,0.972222222222222,0,0,1,0.652,"",NA,NA,NA,"beach",1,3.219,"5.071"
"3870","need","faucet",11,1,17,1,54,3.093,4,0.111111111111111,0,0,1,2.453,"",NA,NA,NA,"x",0,2.692,"4.014"
"3870","link","crisis",12,1,23,1,57,1.814,25,0.694444444444444,0,0,1,0.7,"",NA,NA,NA,"crisis",1,1.83,"3.26"
"3870","port","cinema",2,0,14,1,21,1.437,26,0.722222222222222,1,0,0,0.779,"authority",0,NA,9.061,"x",0,3.245,"4.908"
"3870","pork","emperor",10,1,13,1,55,1.998,33,0.916666666666667,1,0,0,0.637,"emperor",1,NA,4.498,"emperor",1,1.212,"3.472"
"3870","prison","loaf",3,0,25,1,47,2.051,16,0.444444444444444,1,0,0,0.76,"loaf",1,NA,5.125,"loaf",1,2.695,"3.884"
"3870","remind","foam",2,0,18,1,42,1.863,5,0.138888888888889,1,0,0,0.807,"foam",1,NA,3.588,"x",0,3.275,"3.982"
"3870","calf","annoy",2,0,16,1,46,3.25,1,0.0277777777777778,0,0,1,-99,"",NA,NA,NA,"annoy",1,3.933,"5.311"
"3870","find","clown",2,0,27,1,56,1.779,17,0.472222222222222,1,0,0,0.997,"love",0,NA,7.39,"x",0,9.178,"11.254"
"3870","copy","bedroom",3,0,35,1,34,1.564,10,0.277777777777778,1,0,0,0.754,"ascent",0,NA,5.881,"x",0,8.765,"9.743"
"3870","chicken","beet",1,0,6,1,38,1.887,31,0.861111111111111,1,0,0,0.668,"beet",1,NA,3.656,"beet",1,1.71,"3.044"
"3870","visit","glove",2,0,9,1,43,3.836,2,0.0555555555555556,1,0,0,6.082,"sirloin",0,NA,8.4,"x",0,7.302,"9.278"
"3870","pea","bathtub",12,1,30,1,56,1.805,23,0.638888888888889,0,0,1,0.571,"",NA,NA,NA,"bathtub",1,3.131,"5.247"
"3870","anger","decay",1,0,19,1,31,1.782,9,0.25,1,0,0,0.987,"incel",0,NA,5.502,"x",0,4.272,"7.273"
"3916","plant","worm",1,0,33,1,92,1.831,2,0.0555555555555556,0,0,1,1.946,"",NA,NA,NA,"Worm",0,10.801,"17.015"
"3916","glue","force",11,1,1,1,84,1.295,10,0.277777777777778,1,0,0,1.191,"force",1,NA,5.312,"force",1,4.999,"7.652"
"3916","visit","glove",2,0,5,1,30,1.471,23,0.638888888888889,1,0,0,0.982,"glove",1,NA,5.492,"glove",1,8.04,"11.495"
"3916","caring","skirt",1,0,6,1,35,1.702,34,0.944444444444444,1,0,0,0.857,"emperor",0,NA,9.605," ",0,5.473,"7.864"
"3916","shrink","mafia",10,1,22,1,85,1.787,36,1,1,0,0,0.737,"feast",0,NA,15.441,"mafia",1,6.257,"9.239"
"3916","port","cinema",2,0,16,1,92,1.64,13,0.361111111111111,1,0,0,0.933,"cinema",1,NA,31.994,"month",0,15.217,"19.312"
"3916","fan","feature",1,0,13,1,80,4.341,7,0.194444444444444,0,0,1,0.847,"",NA,NA,NA,"feature",1,5.274,"8.76"
"3916","mill","feast",12,1,30,1,22,1.356,25,0.694444444444444,0,0,1,0.908,"",NA,NA,NA,"feast",1,5.633,"8.951"
"3916","bleach","ruin",10,1,24,1,30,1.364,30,0.833333333333333,1,0,0,0.975,"ruin",1,NA,8.289,"ruin",1,8.656,"10.783"
"3916","need","faucet",11,1,2,1,88,1.407,17,0.472222222222222,1,0,0,0.727,"faucet",1,NA,7.021,"buy",0,16.226,"19.223"
"3916","bacon","feud",3,0,17,1,38,1.582,19,0.527777777777778,0,0,1,0.781,"",NA,NA,NA,"fuel",0,8.273,"10.823"
"3916","want","ascent",10,1,26,1,75,1.612,16,0.444444444444444,1,0,0,1.147,"ascent",1,NA,70.576,"ascent",1,6.476,"9.503"
"3916","smother","surgery",3,0,12,1,37,1.745,6,0.166666666666667,0,0,1,0.825,"",NA,NA,NA,"copy",0,10.337,"12.616"
"3916","pea","bathtub",12,1,19,1,84,5.669,12,0.333333333333333,1,0,0,1.273,"roach",0,NA,17.664,"plant",0,9.248,"11.951"
"3916","chicken","beet",1,0,18,1,86,1.494,29,0.805555555555556,1,0,0,1.427,"beet",1,NA,64.371," ",0,5.145,"6.928"
"3916","rock","milk",10,1,36,1,70,1.651,15,0.416666666666667,0,0,1,1.252,"",NA,NA,NA,"milk",1,4.929,"7.495"
"3916","anger","decay",1,0,10,1,66,2.227,5,0.138888888888889,1,0,0,1.509,"annoy",0,NA,8.278,"decay",1,6.353,"9.503"
"3916","replace","roach",11,1,3,1,64,1.373,4,0.111111111111111,0,0,1,1.163,"",NA,NA,NA,"roach",1,7.856,"11.632"
"3916","nerve","bumper",11,1,28,1,91,58.321,11,0.305555555555556,0,0,1,0.873,"",NA,NA,NA,"bumper",1,7.416,"11.647"
"3916","grip","beach",12,1,11,1,76,1.662,22,0.611111111111111,0,0,1,1.019,"",NA,NA,NA,"cycle",0,6.769,"10.023"
"3916","fee","chowder",3,0,34,1,83,2.01,9,0.25,0,0,1,0.801,"",NA,NA,NA,"chowder",1,4.928,"8.367"
"3916","calf","annoy",2,0,35,1,42,13.31,3,0.0833333333333333,1,0,0,0.796,"annoy",1,NA,17.256,"  ",0,31.938,"34.367"
"3916","prison","loaf",3,0,14,1,77,1.386,33,0.916666666666667,1,0,0,1.273,"loaf",1,NA,7.728,"loaf",1,4.359,"8.343"
"3916","pork","emperor",10,1,8,1,90,2.2,8,0.222222222222222,0,0,1,1.899,"",NA,NA,NA,"cinema",0,5.392,"8.056"
"3916","biology","temper",2,0,20,1,62,4.377,32,0.888888888888889,1,0,0,1.451,"temper",1,NA,7.417,"temper",1,12.53,"15.551"
"3916","remind","foam",2,0,23,1,79,1.928,14,0.388888888888889,1,0,0,0.843,"foam",1,NA,10.891,"foam",1,5.024,"8.591"
"3916","date","laugh",12,1,32,1,83,1.429,20,0.555555555555556,0,0,1,0.683,"",NA,NA,NA,"laugh",1,8.416,"10.568"
"3916","climax","saucer",11,1,31,1,78,1.246,35,0.972222222222222,1,0,0,0.809,"saucer",1,NA,14.612,"mountain",0,6.769,"10.239"
"3916","bias","sirloin",1,0,29,1,19,4.057,1,0.0277777777777778,1,0,0,-99,"sirloin",1,NA,14.41,"sirloin",1,8.303,"11.863"
"3916","bullet","walkway",11,1,27,1,93,1.342,24,0.666666666666667,0,0,1,1.643,"",NA,NA,NA,"walkaway",0,15.104,"29.103"
"3916","copy","bedroom",3,0,21,1,29,1.54,21,0.583333333333333,0,0,1,1.729,"",NA,NA,NA,"bedroom",1,4.689,"8.152"
"3916","find","clown",2,0,4,1,29,1.752,18,0.5,0,0,1,1.089,"",NA,NA,NA,"clown",1,5.817,"9.503"
"3916","capital","figure",3,0,25,1,34,1.374,28,0.777777777777778,0,0,1,1.015,"",NA,NA,NA,"city",0,2.858,"4.928"
"3916","process","joker",10,1,7,1,93,1.313,27,0.75,0,0,1,1.051,"",NA,NA,NA,"joker",1,3.905,"6.44"
"3916","knock","otter",12,1,15,1,88,2.136,26,0.722222222222222,0,0,1,1.73,"",NA,NA,NA,"  ",0,7.847,"9.351"
