"subn","word1","word2","points","value","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert"
"1909","plant","worm",1,0,20,3,27,1.897,20,0.555555555555556,0,1,0,8.978
"1909","pea","bathtub",12,1,21,3,31,2.324,21,0.583333333333333,0,1,0,1.7
"1909","bleach","ruin",10,1,22,3,39,1.533,22,0.611111111111111,0,1,0,1.157
"1909","fee","chowder",3,0,23,3,36,1.172,23,0.638888888888889,0,1,0,0.777
"1909","caring","skirt",1,0,24,3,42,1.459,24,0.666666666666667,0,1,0,0.843
"1909","process","joker",10,1,25,3,38,1.435,25,0.694444444444444,0,1,0,0.873
"1909","glue","force",11,1,26,3,39,1.352,26,0.722222222222222,0,1,0,0.716
"1909","nerve","bumper",11,1,27,3,36,1.291,27,0.75,0,1,0,0.748
"1909","prison","loaf",3,0,28,3,33,1.499,28,0.777777777777778,0,1,0,1.29
"1909","link","crisis",12,1,29,3,30,1.347,29,0.805555555555556,0,1,0,0.658
"1909","mill","feast",12,1,30,3,51,1.404,30,0.833333333333333,0,1,0,0.765
"1909","need","faucet",11,1,31,3,24,3.967,31,0.861111111111111,0,1,0,0.716
"1909","bacon","feud",3,0,32,3,16,1.355,32,0.888888888888889,0,1,0,1.232
"1909","replace","roach",11,1,33,3,26,1.442,33,0.916666666666667,0,1,0,0.603
"1909","pork","emperor",10,1,34,3,11,2.859,34,0.944444444444444,0,1,0,0.762
"1909","find","clown",2,0,35,3,45,1.286,35,0.972222222222222,0,1,0,0.633
"1909","knock","otter",12,1,36,3,26,1.362,36,1,0,1,0,0.653
"1916","biology","temper",2,0,1,1,64,17.157,NA,NA,1,0,-99,-99
"1916","caring","skirt",1,0,2,1,98,14.092,NA,NA,0,0,-99,-99
"1916","copy","bedroom",3,0,3,1,26,11.305,NA,NA,1,0,-99,-99
"1916","need","faucet",11,1,4,1,99,9.826,NA,NA,0,0,-99,-99
"1916","link","crisis",12,1,5,1,41,6.457,NA,NA,0,0,-99,-99
"1916","port","cinema",2,0,6,1,9,11.354,NA,NA,1,0,-99,-99
"1916","mill","feast",12,1,7,1,68,7.16,NA,NA,1,0,-99,-99
"1916","remind","foam",2,0,8,1,70,11.77,NA,NA,0,0,-99,-99
"1916","shrink","mafia",10,1,9,1,87,5.098,NA,NA,0,0,-99,-99
"1916","fan","feature",1,0,10,1,35,10.591,NA,NA,1,0,-99,-99
"1916","calf","annoy",2,0,11,1,31,3.946,NA,NA,0,0,-99,-99
"1916","process","joker",10,1,12,1,67,3.85,NA,NA,1,0,-99,-99
"1916","capital","figure",3,0,13,1,32,5.193,NA,NA,1,0,-99,-99
"1916","nerve","bumper",11,1,14,1,72,6.755,NA,NA,0,0,-99,-99
"1916","glue","force",11,1,15,1,66,7.953,NA,NA,1,0,-99,-99
"1916","chicken","beet",1,0,16,1,12,3.954,NA,NA,1,0,-99,-99
"1916","grip","beach",12,1,17,1,77,2.249,NA,NA,1,0,-99,-99
"1916","rock","milk",10,1,18,1,64,6.625,NA,NA,0,0,-99,-99
"1916","plant","worm",1,0,19,1,5,5.059,NA,NA,0,0,-99,-99
"1916","pea","bathtub",12,1,20,1,79,3.467,NA,NA,0,0,-99,-99
"1916","date","laugh",12,1,21,1,92,8.825,NA,NA,0,0,-99,-99
"1916","bullet","walkway",11,1,22,1,81,3.378,NA,NA,1,0,-99,-99
"1916","climax","saucer",11,1,23,1,66,3.929,NA,NA,1,0,-99,-99
"1916","visit","glove",2,0,24,1,19,3.394,NA,NA,0,0,-99,-99
"1916","find","clown",2,0,25,1,45,4.332,NA,NA,0,0,-99,-99
"1916","bias","sirloin",1,0,26,1,5,3.46,NA,NA,0,0,-99,-99
"1916","bacon","feud",3,0,27,1,67,3.667,NA,NA,0,0,-99,-99
"1916","anger","decay",1,0,28,1,23,3.338,NA,NA,1,0,-99,-99
"1916","replace","roach",11,1,29,1,76,8.443,NA,NA,1,0,-99,-99
"1916","smother","surgery",3,0,30,1,13,2.867,NA,NA,0,0,-99,-99
"1916","pork","emperor",10,1,31,1,90,4.636,NA,NA,1,0,-99,-99
"1916","fee","chowder",3,0,32,1,86,7.547,NA,NA,1,0,-99,-99
"1916","want","ascent",10,1,33,1,96,5.452,NA,NA,1,0,-99,-99
"1916","prison","loaf",3,0,34,1,4,2.74,NA,NA,1,0,-99,-99
"1916","knock","otter",12,1,35,1,75,9.426,NA,NA,0,0,-99,-99
"1916","bleach","ruin",10,1,36,1,98,9.875,NA,NA,0,0,-99,-99
"1916","find","clown",2,0,1,2,10,5.744,NA,NA,0,0,-99,-99
"1916","chicken","beet",1,0,2,2,27,3.634,NA,NA,1,0,-99,-99
"1916","want","ascent",10,1,3,2,90,3.85,NA,NA,1,0,-99,-99
"1916","grip","beach",12,1,4,2,63,2.281,NA,NA,1,0,-99,-99
"1916","climax","saucer",11,1,5,2,93,3.099,NA,NA,1,0,-99,-99
"1916","replace","roach",11,1,6,2,59,3.035,NA,NA,1,0,-99,-99
"1916","biology","temper",2,0,7,2,34,4.195,NA,NA,1,0,-99,-99
"1916","bullet","walkway",11,1,8,2,70,2.323,NA,NA,1,0,-99,-99
"1916","bias","sirloin",1,0,9,2,16,2.515,NA,NA,0,0,-99,-99
"1916","fan","feature",1,0,10,2,88,2.884,NA,NA,1,0,-99,-99
"1916","need","faucet",11,1,11,2,67,3.491,NA,NA,0,0,-99,-99
"1916","bleach","ruin",10,1,12,2,94,2.898,NA,NA,0,0,-99,-99
"1916","glue","force",11,1,13,2,84,2.281,NA,NA,1,0,-99,-99
"1916","knock","otter",12,1,14,2,61,2.099,NA,NA,0,0,-99,-99
"1916","pork","emperor",10,1,15,2,82,2.834,NA,NA,1,0,-99,-99
"1916","fee","chowder",3,0,16,2,17,2.132,NA,NA,1,0,-99,-99
"1916","pea","bathtub",12,1,17,2,85,2.811,NA,NA,0,0,-99,-99
"1916","plant","worm",1,0,18,2,99,2.306,NA,NA,0,0,-99,-99
"1916","nerve","bumper",11,1,19,2,30,5.154,NA,NA,0,0,-99,-99
"1916","caring","skirt",1,0,20,2,14,4.163,NA,NA,0,0,-99,-99
"1916","rock","milk",10,1,21,2,75,3.915,NA,NA,0,0,-99,-99
"1916","port","cinema",2,0,22,2,66,4.403,NA,NA,1,0,-99,-99
"1916","process","joker",10,1,23,2,63,5.113,NA,NA,1,0,-99,-99
"1916","anger","decay",1,0,24,2,97,2.962,NA,NA,1,0,-99,-99
"1916","calf","annoy",2,0,25,2,21,4.018,NA,NA,0,0,-99,-99
"1916","remind","foam",2,0,26,2,16,2.826,NA,NA,0,0,-99,-99
"1916","capital","figure",3,0,27,2,29,3.787,NA,NA,1,0,-99,-99
"1916","mill","feast",12,1,28,2,91,4.129,NA,NA,1,0,-99,-99
"1916","smother","surgery",3,0,29,2,35,3.044,NA,NA,0,0,-99,-99
"1916","bacon","feud",3,0,30,2,88,3.499,NA,NA,0,0,-99,-99
"1916","link","crisis",12,1,31,2,77,3.322,NA,NA,0,0,-99,-99
"1916","visit","glove",2,0,32,2,13,2.675,NA,NA,0,0,-99,-99
"1916","shrink","mafia",10,1,33,2,73,10.106,NA,NA,0,0,-99,-99
"1916","copy","bedroom",3,0,34,2,24,2.067,NA,NA,1,0,-99,-99
"1916","prison","loaf",3,0,35,2,86,3.228,NA,NA,1,0,-99,-99
"1916","date","laugh",12,1,36,2,87,4.146,NA,NA,0,0,-99,-99
"1916","port","cinema",2,0,1,3,28,11.677,1,0.0277777777777778,1,0,0,-99
"1916","plant","worm",1,0,2,3,94,4.546,2,0.0555555555555556,0,0,1,11.745
"1916","date","laugh",12,1,3,3,82,6.789,3,0.0833333333333333,0,0,1,5.255
"1916","visit","glove",2,0,4,3,21,3.753,4,0.111111111111111,0,0,1,5.208
"1916","smother","surgery",3,0,5,3,34,4.435,5,0.138888888888889,0,0,1,4.59
"1916","remind","foam",2,0,6,3,23,4.785,6,0.166666666666667,0,0,1,1.463
"1916","calf","annoy",2,0,7,3,25,2.844,7,0.194444444444444,0,0,1,2.815
"1916","bias","sirloin",1,0,8,3,37,5.057,8,0.222222222222222,0,0,1,1.759
"1916","bleach","ruin",10,1,9,3,99,3.49,9,0.25,0,0,1,1.127
"1916","find","clown",2,0,10,3,25,7.563,10,0.277777777777778,0,0,1,2.503
"1916","replace","roach",11,1,11,3,82,4.3,11,0.305555555555556,1,0,0,2.775
"1916","pork","emperor",10,1,12,3,89,5.995,12,0.333333333333333,1,0,0,5.112
"1916","need","faucet",11,1,13,3,94,3.323,13,0.361111111111111,0,0,1,3.304
"1916","mill","feast",12,1,14,3,57,5.043,14,0.388888888888889,1,0,0,0.991
"1916","bullet","walkway",11,1,15,3,32,4.77,15,0.416666666666667,1,0,0,1.328
"1916","want","ascent",10,1,16,3,28,3.082,16,0.444444444444444,1,0,0,2.447
"1916","shrink","mafia",10,1,17,3,89,7.075,17,0.472222222222222,0,0,1,1.399
"1916","rock","milk",10,1,18,3,70,4.082,18,0.5,0,0,1,1.144
"1916","capital","figure",3,0,19,3,76,2.868,19,0.527777777777778,1,0,0,1.303
"1916","nerve","bumper",11,1,20,3,82,5.228,20,0.555555555555556,0,0,1,2.783
"1916","process","joker",10,1,21,3,33,4.547,21,0.583333333333333,1,0,0,2.335
"1916","bacon","feud",3,0,22,3,86,3.419,22,0.611111111111111,0,0,1,1.271
"1916","caring","skirt",1,0,23,3,77,3.74,23,0.638888888888889,0,0,1,1.271
"1916","knock","otter",12,1,24,3,70,5.827,24,0.666666666666667,0,0,1,0.959
"1916","pea","bathtub",12,1,25,3,70,4.852,25,0.694444444444444,0,0,1,1.015
"1916","link","crisis",12,1,26,3,88,2.498,26,0.722222222222222,0,0,1,1.239
"1916","glue","force",11,1,27,3,32,2.738,27,0.75,1,0,0,1.591
"1916","fee","chowder",3,0,28,3,63,4.036,28,0.777777777777778,1,0,0,10.047
"1916","fan","feature",1,0,29,3,100,3.835,29,0.805555555555556,1,0,0,10.103
"1916","chicken","beet",1,0,30,3,23,3.714,30,0.833333333333333,1,0,0,3.591
"1916","grip","beach",12,1,31,3,41,5.795,31,0.861111111111111,1,0,0,3.015
"1916","prison","loaf",3,0,32,3,33,3.082,32,0.888888888888889,1,0,0,2.551
"1916","climax","saucer",11,1,33,3,63,3.036,33,0.916666666666667,1,0,0,1.911
"1916","anger","decay",1,0,34,3,82,2.652,34,0.944444444444444,1,0,0,2.088
"1916","copy","bedroom",3,0,35,3,64,3.043,35,0.972222222222222,1,0,0,1.351
"1916","biology","temper",2,0,36,3,19,2.571,36,1,1,0,0,1.839
"1997","nerve","bumper",11,1,1,1,100,9.293,NA,NA,1,1,-99,-99
"1997","caring","skirt",1,0,2,1,100,5.287,NA,NA,0,1,-99,-99
"1997","pork","emperor",10,1,3,1,100,15.835,NA,NA,1,1,-99,-99
"1997","biology","temper",2,0,4,1,100,8.218,NA,NA,0,1,-99,-99
"1997","link","crisis",12,1,5,1,100,10.388,NA,NA,1,1,-99,-99
"1997","chicken","beet",1,0,6,1,100,6.729,NA,NA,0,1,-99,-99
"1997","visit","glove",2,0,7,1,100,5.726,NA,NA,0,1,-99,-99
"1997","fan","feature",1,0,8,1,100,5.929,NA,NA,0,1,-99,-99
"1997","anger","decay",1,0,9,1,100,5.622,NA,NA,0,1,-99,-99
"1997","rock","milk",10,1,10,1,100,5.582,NA,NA,0,1,-99,-99
"1997","pea","bathtub",12,1,11,1,100,6.959,NA,NA,1,1,-99,-99
"1997","bleach","ruin",10,1,12,1,100,5.864,NA,NA,1,1,-99,-99
"1997","climax","saucer",11,1,13,1,100,6.918,NA,NA,1,1,-99,-99
"1997","bias","sirloin",1,0,14,1,100,6.472,NA,NA,0,1,-99,-99
"1997","bacon","feud",3,0,15,1,100,6.144,NA,NA,0,1,-99,-99
"1997","shrink","mafia",10,1,16,1,100,6.961,NA,NA,1,1,-99,-99
"1997","copy","bedroom",3,0,17,1,100,7.024,NA,NA,0,1,-99,-99
"1997","want","ascent",10,1,18,1,100,9.035,NA,NA,1,1,-99,-99
"1997","port","cinema",2,0,19,1,100,9.89,NA,NA,0,1,-99,-99
"1997","remind","foam",2,0,20,1,100,5.649,NA,NA,0,1,-99,-99
"1997","date","laugh",12,1,21,1,100,5.739,NA,NA,1,1,-99,-99
"1997","process","joker",10,1,22,1,100,6.607,NA,NA,1,1,-99,-99
"1997","fee","chowder",3,0,23,1,100,5.363,NA,NA,0,1,-99,-99
"1997","calf","annoy",2,0,24,1,100,5.586,NA,NA,0,1,-99,-99
"1997","capital","figure",3,0,25,1,100,7.035,NA,NA,0,1,-99,-99
"1997","replace","roach",11,1,26,1,100,6.537,NA,NA,1,1,-99,-99
"1997","grip","beach",12,1,27,1,100,6.121,NA,NA,1,1,-99,-99
"1997","find","clown",2,0,28,1,100,6.055,NA,NA,0,1,-99,-99
"1997","knock","otter",12,1,29,1,100,5.485,NA,NA,1,1,-99,-99
"1997","need","faucet",11,1,30,1,100,6.543,NA,NA,1,1,-99,-99
"1997","plant","worm",1,0,31,1,100,5.941,NA,NA,0,1,-99,-99
"1997","glue","force",11,1,32,1,100,9.829,NA,NA,1,1,-99,-99
"1997","prison","loaf",3,0,33,1,100,6.056,NA,NA,1,1,-99,-99
"1997","mill","feast",12,1,34,1,100,6.613,NA,NA,1,1,-99,-99
"1997","smother","surgery",3,0,35,1,100,6.998,NA,NA,0,1,-99,-99
"1997","bullet","walkway",11,1,36,1,100,9.21,NA,NA,1,1,-99,-99
"1997","bias","sirloin",1,0,1,2,100,6.786,NA,NA,0,1,-99,-99
"1997","caring","skirt",1,0,2,2,100,5.962,NA,NA,0,1,-99,-99
"1997","find","clown",2,0,3,2,100,4.914,NA,NA,0,1,-99,-99
"1997","replace","roach",11,1,4,2,100,6.173,NA,NA,1,1,-99,-99
"1997","pork","emperor",10,1,5,2,100,6.422,NA,NA,1,1,-99,-99
"1997","nerve","bumper",11,1,6,2,100,5.644,NA,NA,1,1,-99,-99
"1997","visit","glove",2,0,7,2,100,5.695,NA,NA,0,1,-99,-99
"1997","process","joker",10,1,8,2,100,6.079,NA,NA,1,1,-99,-99
"1997","date","laugh",12,1,9,2,100,5.267,NA,NA,1,1,-99,-99
"1997","port","cinema",2,0,10,2,100,6.444,NA,NA,0,1,-99,-99
"1997","want","ascent",10,1,11,2,100,6.67,NA,NA,1,1,-99,-99
"1997","fee","chowder",3,0,12,2,100,4.963,NA,NA,0,1,-99,-99
"1997","bullet","walkway",11,1,13,2,100,7.555,NA,NA,1,1,-99,-99
"1997","climax","saucer",11,1,14,2,100,5.635,NA,NA,1,1,-99,-99
"1997","copy","bedroom",3,0,15,2,100,5.789,NA,NA,0,1,-99,-99
"1997","mill","feast",12,1,16,2,100,6.669,NA,NA,1,1,-99,-99
"1997","glue","force",11,1,17,2,100,5.538,NA,NA,1,1,-99,-99
"1997","anger","decay",1,0,18,2,100,4.394,NA,NA,0,1,-99,-99
"1997","prison","loaf",3,0,19,2,100,5.188,NA,NA,1,1,-99,-99
"1997","plant","worm",1,0,20,2,100,5.361,NA,NA,0,1,-99,-99
"1997","grip","beach",12,1,21,2,100,9.442,NA,NA,1,1,-99,-99
"1997","bleach","ruin",10,1,22,2,100,11.07,NA,NA,1,1,-99,-99
"1997","capital","figure",3,0,23,2,100,7.193,NA,NA,0,1,-99,-99
"1997","chicken","beet",1,0,24,2,100,6.075,NA,NA,0,1,-99,-99
"1997","biology","temper",2,0,25,2,100,7.087,NA,NA,0,1,-99,-99
"1997","rock","milk",10,1,26,2,100,4.5,NA,NA,0,1,-99,-99
"1997","shrink","mafia",10,1,27,2,100,9.392,NA,NA,1,1,-99,-99
"1997","fan","feature",1,0,28,2,100,5.411,NA,NA,0,1,-99,-99
"1997","knock","otter",12,1,29,2,100,4.694,NA,NA,1,1,-99,-99
"1997","link","crisis",12,1,30,2,100,6.04,NA,NA,1,1,-99,-99
"1997","smother","surgery",3,0,31,2,100,6.51,NA,NA,0,1,-99,-99
"1997","need","faucet",11,1,32,2,100,5.715,NA,NA,1,1,-99,-99
"1997","bacon","feud",3,0,33,2,100,6.007,NA,NA,0,1,-99,-99
"1997","remind","foam",2,0,34,2,100,6.235,NA,NA,0,1,-99,-99
"1997","calf","annoy",2,0,35,2,100,5.883,NA,NA,0,1,-99,-99
"1997","pea","bathtub",12,1,36,2,100,5.872,NA,NA,1,1,-99,-99
"1997","bias","sirloin",1,0,1,3,100,4.705,1,0.0277777777777778,0,1,0,-99
"1997","climax","saucer",11,1,2,3,100,3.03,2,0.0555555555555556,1,1,1,17.573
"1997","smother","surgery",3,0,3,3,100,3.84,3,0.0833333333333333,0,1,0,1.053
"1997","capital","figure",3,0,4,3,100,2.313,4,0.111111111111111,0,1,0,2.988
"1997","shrink","mafia",10,1,5,3,100,2.681,5,0.138888888888889,1,1,1,0.928
"1997","nerve","bumper",11,1,6,3,100,2.326,6,0.166666666666667,1,1,1,0.847
"1997","knock","otter",12,1,7,3,100,2.05,7,0.194444444444444,1,1,1,1.059
"1997","bacon","feud",3,0,8,3,100,2.176,8,0.222222222222222,0,1,0,0.837
"1997","find","clown",2,0,9,3,100,2.442,9,0.25,0,1,0,0.892
"1997","rock","milk",10,1,10,3,100,14.497,10,0.277777777777778,0,1,0,1.055
"1997","replace","roach",11,1,11,3,100,2.527,11,0.305555555555556,1,1,1,0.855
"1997","process","joker",10,1,12,3,100,1.78,12,0.333333333333333,1,1,1,0.806
"1997","glue","force",11,1,13,3,100,2.065,13,0.361111111111111,1,1,1,0.66
"1997","port","cinema",2,0,14,3,100,2.139,14,0.388888888888889,0,1,0,0.741
"1997","bullet","walkway",11,1,15,3,100,2.295,15,0.416666666666667,1,1,1,0.846
"1997","link","crisis",12,1,16,3,100,1.908,16,0.444444444444444,1,1,1,0.908
"1997","plant","worm",1,0,17,3,100,1.79,17,0.472222222222222,0,1,0,0.717
"1997","grip","beach",12,1,18,3,100,2.682,18,0.5,1,1,1,0.628
"1997","biology","temper",2,0,19,3,100,2.286,19,0.527777777777778,0,1,0,1.14
"1997","fan","feature",1,0,20,3,100,1.75,20,0.555555555555556,0,1,0,0.706
"1997","date","laugh",12,1,21,3,100,4.838,21,0.583333333333333,1,1,1,0.734
"1997","want","ascent",10,1,22,3,100,2.104,22,0.611111111111111,1,1,1,0.855
"1997","anger","decay",1,0,23,3,100,3.642,23,0.638888888888889,0,1,0,0.743
"1997","pea","bathtub",12,1,24,3,100,12.854,24,0.666666666666667,1,1,1,0.844
"1997","fee","chowder",3,0,25,3,100,23.773,25,0.694444444444444,0,1,0,0.856
"1997","remind","foam",2,0,26,3,100,2.21,26,0.722222222222222,0,1,0,0.807
"1997","calf","annoy",2,0,27,3,100,2.047,27,0.75,0,1,0,0.846
"1997","bleach","ruin",10,1,28,3,100,2.345,28,0.777777777777778,1,1,1,0.861
"1997","mill","feast",12,1,29,3,100,1.988,29,0.805555555555556,1,1,1,0.701
"1997","visit","glove",2,0,30,3,100,1.985,30,0.833333333333333,0,1,0,0.82
"1997","chicken","beet",1,0,31,3,100,2.037,31,0.861111111111111,0,1,0,0.662
"1997","pork","emperor",10,1,32,3,100,2.014,32,0.888888888888889,1,1,1,0.773
"1997","copy","bedroom",3,0,33,3,100,7.537,33,0.916666666666667,0,1,0,0.991
"1997","caring","skirt",1,0,34,3,100,2.218,34,0.944444444444444,0,1,0,1.033
"1997","need","faucet",11,1,35,3,100,1.856,35,0.972222222222222,1,1,1,0.717
"1997","prison","loaf",3,0,36,3,100,2.619,36,1,1,1,1,1.365
"2009","visit","glove",2,0,1,1,53,4.426,NA,NA,0,1,-99,-99
"2009","remind","foam",2,0,2,1,23,1.588,NA,NA,0,1,-99,-99
"2009","replace","roach",11,1,3,1,32,1.94,NA,NA,0,1,-99,-99
"2009","caring","skirt",1,0,4,1,59,2.022,NA,NA,0,1,-99,-99
"2009","link","crisis",12,1,5,1,60,2.426,NA,NA,0,1,-99,-99
"2009","mill","feast",12,1,6,1,39,1.628,NA,NA,0,1,-99,-99
"2009","pork","emperor",10,1,7,1,35,2.232,NA,NA,0,1,-99,-99
"2009","find","clown",2,0,8,1,35,13.914,NA,NA,1,1,-99,-99
"2009","plant","worm",1,0,9,1,52,3.298,NA,NA,0,1,-99,-99
"2009","chicken","beet",1,0,10,1,35,2.302,NA,NA,0,1,-99,-99
"2009","shrink","mafia",10,1,11,1,48,1.714,NA,NA,1,1,-99,-99
"2009","pea","bathtub",12,1,12,1,38,2.576,NA,NA,0,1,-99,-99
"2009","rock","milk",10,1,13,1,32,1.936,NA,NA,1,1,-99,-99
"2009","bullet","walkway",11,1,14,1,52,1.686,NA,NA,1,1,-99,-99
"2009","date","laugh",12,1,15,1,32,2.346,NA,NA,1,1,-99,-99
"2009","prison","loaf",3,0,16,1,38,2.718,NA,NA,1,1,-99,-99
"2009","need","faucet",11,1,17,1,37,2.392,NA,NA,1,1,-99,-99
"2009","anger","decay",1,0,18,1,27,1.636,NA,NA,1,1,-99,-99
"2009","bias","sirloin",1,0,19,1,30,2.18,NA,NA,1,1,-99,-99
"2009","fee","chowder",3,0,20,1,63,2.002,NA,NA,0,1,-99,-99
"2009","grip","beach",12,1,21,1,60,2.3,NA,NA,0,1,-99,-99
"2009","want","ascent",10,1,22,1,45,1.29,NA,NA,1,1,-99,-99
"2009","knock","otter",12,1,23,1,54,1.98,NA,NA,0,1,-99,-99
"2009","calf","annoy",2,0,24,1,32,2.66,NA,NA,0,1,-99,-99
"2009","nerve","bumper",11,1,25,1,56,3.132,NA,NA,1,1,-99,-99
"2009","bleach","ruin",10,1,26,1,20,1.7,NA,NA,1,1,-99,-99
"2009","bacon","feud",3,0,27,1,26,2.17,NA,NA,0,1,-99,-99
"2009","process","joker",10,1,28,1,38,5.704,NA,NA,1,1,-99,-99
"2009","port","cinema",2,0,29,1,42,1.902,NA,NA,1,1,-99,-99
"2009","capital","figure",3,0,30,1,55,1.866,NA,NA,0,1,-99,-99
"2009","copy","bedroom",3,0,31,1,45,2.268,NA,NA,1,1,-99,-99
"2009","biology","temper",2,0,32,1,20,1.784,NA,NA,0,1,-99,-99
"2009","smother","surgery",3,0,33,1,40,2.37,NA,NA,1,1,-99,-99
"2009","climax","saucer",11,1,34,1,41,4.07,NA,NA,1,1,-99,-99
"2009","glue","force",11,1,35,1,54,1.844,NA,NA,0,1,-99,-99
"2009","fan","feature",1,0,36,1,11,2.45,NA,NA,1,1,-99,-99
"2009","pork","emperor",10,1,1,2,37,4.842,NA,NA,0,1,-99,-99
"2009","mill","feast",12,1,2,2,37,18.206,NA,NA,0,1,-99,-99
"2009","bullet","walkway",11,1,3,2,35,5.324,NA,NA,1,1,-99,-99
"2009","find","clown",2,0,4,2,31,3.052,NA,NA,1,1,-99,-99
"2009","caring","skirt",1,0,5,2,39,2.754,NA,NA,0,1,-99,-99
"2009","need","faucet",11,1,6,2,37,4.424,NA,NA,1,1,-99,-99
"2009","nerve","bumper",11,1,7,2,33,4.21,NA,NA,1,1,-99,-99
"2009","glue","force",11,1,8,2,34,2.828,NA,NA,0,1,-99,-99
"2009","prison","loaf",3,0,9,2,33,3.584,NA,NA,1,1,-99,-99
"2009","bacon","feud",3,0,10,2,35,3.02,NA,NA,0,1,-99,-99
"2009","bias","sirloin",1,0,11,2,37,6.772,NA,NA,1,1,-99,-99
"2009","remind","foam",2,0,12,2,43,3.316,NA,NA,0,1,-99,-99
"2009","rock","milk",10,1,13,2,43,4.156,NA,NA,1,1,-99,-99
"2009","pea","bathtub",12,1,14,2,42,3.37,NA,NA,0,1,-99,-99
"2009","replace","roach",11,1,15,2,42,5.736,NA,NA,0,1,-99,-99
"2009","fan","feature",1,0,16,2,45,6.078,NA,NA,1,1,-99,-99
"2009","capital","figure",3,0,17,2,40,3.312,NA,NA,0,1,-99,-99
"2009","climax","saucer",11,1,18,2,42,3.084,NA,NA,1,1,-99,-99
"2009","plant","worm",1,0,19,2,35,3.406,NA,NA,0,1,-99,-99
"2009","fee","chowder",3,0,20,2,46,4.396,NA,NA,0,1,-99,-99
"2009","grip","beach",12,1,21,2,53,3.502,NA,NA,0,1,-99,-99
"2009","knock","otter",12,1,22,2,52,3.51,NA,NA,0,1,-99,-99
"2009","chicken","beet",1,0,23,2,35,2.87,NA,NA,0,1,-99,-99
"2009","want","ascent",10,1,24,2,33,4.084,NA,NA,1,1,-99,-99
"2009","visit","glove",2,0,25,2,40,3.122,NA,NA,0,1,-99,-99
"2009","biology","temper",2,0,26,2,35,3.708,NA,NA,0,1,-99,-99
"2009","port","cinema",2,0,27,2,50,5.02,NA,NA,1,1,-99,-99
"2009","calf","annoy",2,0,28,2,46,4.08,NA,NA,0,1,-99,-99
"2009","bleach","ruin",10,1,29,2,41,3.446,NA,NA,1,1,-99,-99
"2009","process","joker",10,1,30,2,49,4.522,NA,NA,1,1,-99,-99
"2009","copy","bedroom",3,0,31,2,46,5.872,NA,NA,1,1,-99,-99
"2009","anger","decay",1,0,32,2,34,3.922,NA,NA,1,1,-99,-99
"2009","smother","surgery",3,0,33,2,40,3.722,NA,NA,1,1,-99,-99
"2009","date","laugh",12,1,34,2,41,5.324,NA,NA,1,1,-99,-99
"2009","link","crisis",12,1,35,2,42,6.612,NA,NA,0,1,-99,-99
"2009","shrink","mafia",10,1,36,2,51,4.972,NA,NA,1,1,-99,-99
"2009","fee","chowder",3,0,1,3,44,9.174,1,0.0277777777777778,0,1,0,-99
"2009","plant","worm",1,0,2,3,40,7.014,2,0.0555555555555556,0,1,0,23.052
"2009","grip","beach",12,1,3,3,33,14.378,3,0.0833333333333333,0,1,0,2.046
"2009","biology","temper",2,0,4,3,37,21.512,4,0.111111111111111,0,1,0,0.904
"2009","caring","skirt",1,0,5,3,32,11.442,5,0.138888888888889,0,1,0,0.87
"2009","capital","figure",3,0,6,3,35,13.846,6,0.166666666666667,0,1,0,0.918
"2009","knock","otter",12,1,7,3,41,10.514,7,0.194444444444444,0,1,0,1.146
"2009","replace","roach",11,1,8,3,35,10.786,8,0.222222222222222,0,1,0,0.808
"2009","pork","emperor",10,1,9,3,33,3.732,9,0.25,0,1,0,0.838
"2009","visit","glove",2,0,10,3,38,18.546,10,0.277777777777778,0,1,0,0.96
"2009","chicken","beet",1,0,11,3,30,7.042,11,0.305555555555556,0,1,0,1.102
"2009","bacon","feud",3,0,12,3,29,33.784,12,0.333333333333333,0,1,0,0.918
"2009","link","crisis",12,1,13,3,32,10.386,13,0.361111111111111,0,1,0,0.862
"2009","mill","feast",12,1,14,3,37,4.534,14,0.388888888888889,0,1,0,2.334
"2009","remind","foam",2,0,15,3,24,6.238,15,0.416666666666667,0,1,0,0.854
"2009","calf","annoy",2,0,16,3,28,6.618,16,0.444444444444444,0,1,0,0.852
"2009","pea","bathtub",12,1,17,3,29,10.602,17,0.472222222222222,0,1,0,0.806
"2009","glue","force",11,1,18,3,30,8.626,18,0.5,0,1,0,0.95
"2009","port","cinema",2,0,19,3,32,4.14,19,0.527777777777778,1,1,1,1.262
"2009","smother","surgery",3,0,20,3,32,189.59,20,0.555555555555556,1,1,1,6.8
"2009","copy","bedroom",3,0,21,3,42,7.898,21,0.583333333333333,1,1,1,1.524
"2009","date","laugh",12,1,22,3,34,7.172,22,0.611111111111111,1,1,1,1.496
"2009","climax","saucer",11,1,23,3,32,68.39,23,0.638888888888889,1,1,1,0.846
"2009","fan","feature",1,0,24,3,32,6.786,24,0.666666666666667,1,1,1,1.028
"2009","find","clown",2,0,25,3,37,5.316,25,0.694444444444444,1,1,1,0.966
"2009","shrink","mafia",10,1,26,3,41,9.498,26,0.722222222222222,1,1,1,0.832
"2009","bleach","ruin",10,1,27,3,33,5.596,27,0.75,1,1,1,0.774
"2009","process","joker",10,1,28,3,37,4.63,28,0.777777777777778,1,1,1,0.678
