"subn","word1","word2","points","value","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt"
"3778","port","cinema",2,0,12,1,40,2.316,23,0.638888888888889,1,0,0,1.168,"cinema",1,NA,7.034
"3778","want","ascent",10,1,13,1,59,2.372,28,0.777777777777778,1,0,0,1,"ascent",1,NA,6.286
"3778","bias","sirloin",1,0,14,1,37,3.206,10,0.277777777777778,0,0,1,1.486,"",NA,NA,NA
"3778","smother","surgery",3,0,15,1,58,5.389,2,0.0555555555555556,0,0,1,6.512,"",NA,NA,NA
"3778","grip","beach",12,1,16,1,40,7.621,7,0.194444444444444,1,0,0,2.632,"bleach",0,NA,23.662
"3778","need","faucet",11,1,17,1,64,8.829,36,1,1,0,0,0.999,"faucet",1,NA,13.31
"3778","fan","feature",1,0,18,1,28,1.884,20,0.555555555555556,1,0,0,1.127,"annoy",0,NA,27.623
"3778","calf","annoy",2,0,19,1,33,2.81,22,0.611111111111111,1,0,0,2.263,"annoy",1,NA,24.816
"3778","visit","glove",2,0,20,1,37,3.773,34,0.944444444444444,1,0,0,1.111,"crisis",0,NA,55.742
"3778","remind","foam",2,0,21,1,38,1.781,29,0.805555555555556,1,0,0,1,"floor",0,NA,28.222
"3778","bacon","feud",3,0,22,1,64,2.429,16,0.444444444444444,1,0,0,1.191,"emperor",0,NA,4.535
"3778","copy","bedroom",3,0,23,1,40,3.918,19,0.527777777777778,1,0,0,1.455,"bedroom",1,NA,11.032
"3778","process","joker",10,1,24,1,64,12.134,35,0.972222222222222,0,0,1,1.046,"",NA,NA,NA
"3778","mill","feast",12,1,25,1,58,46.132,17,0.472222222222222,0,0,1,1.798,"",NA,NA,NA
"3778","knock","otter",12,1,26,1,68,2.164,8,0.222222222222222,0,0,1,1.087,"",NA,NA,NA
"3778","capital","figure",3,0,27,1,37,3.645,30,0.833333333333333,1,0,0,1.167,"figure",1,NA,10.549
"3778","plant","worm",1,0,28,1,62,2.9,18,0.5,1,0,0,2.839,"worm",1,NA,5.976
"3778","nerve","bumper",11,1,29,1,70,18.109,25,0.694444444444444,0,0,1,3.919,"",NA,NA,NA
"3778","pork","emperor",10,1,30,1,67,3.59,26,0.722222222222222,0,0,1,0.952,"",NA,NA,NA
"3778","date","laugh",12,1,31,1,74,2.9,32,0.888888888888889,0,0,1,7.311,"",NA,NA,NA
"3778","bullet","walkway",11,1,32,1,37,2.331,27,0.75,1,0,0,3.392,"skirt",0,NA,17.732
"3778","caring","skirt",1,0,33,1,30,2.377,24,0.666666666666667,1,0,0,0.953,"skirt",1,NA,17.239
"3778","shrink","mafia",10,1,34,1,65,1.684,31,0.861111111111111,0,0,1,1.114,"",NA,NA,NA
"3778","pea","bathtub",12,1,35,1,71,7.18,21,0.583333333333333,0,0,1,3.447,"",NA,NA,NA
"3778","replace","roach",11,1,36,1,67,2.749,5,0.138888888888889,0,0,1,1.088,"",NA,NA,NA
"3796","visit","glove",2,0,1,1,88,1.88,28,0.777777777777778,1,0,0,0.725,"glove",1,NA,22.458
"3796","glue","force",11,1,2,1,100,1.805,22,0.611111111111111,0,0,1,0.896,"",NA,NA,NA
"3796","caring","skirt",1,0,3,1,97,3.151,30,0.833333333333333,1,0,0,0.936,"skirt",1,NA,31.905
"3796","link","crisis",12,1,4,1,97,2.035,29,0.805555555555556,0,0,1,1.091,"",NA,NA,NA
"3796","pork","emperor",10,1,5,1,100,1.599,17,0.472222222222222,0,0,1,1.334,"",NA,NA,NA
"3796","anger","decay",1,0,6,1,90,2.582,35,0.972222222222222,1,0,0,8.884,"decay",1,NA,82.491
"3796","plant","worm",1,0,7,1,100,3.346,6,0.166666666666667,1,0,0,1.665,"worm",1,NA,11.482
"3796","bacon","feud",3,0,8,1,100,1.731,16,0.444444444444444,1,0,0,0.969,"feud",1,NA,37.788
"3796","bias","sirloin",1,0,9,1,100,2.23,24,0.666666666666667,1,0,0,0.707,"sirloin",1,NA,23.148
"3796","bullet","walkway",11,1,10,1,98,2.146,14,0.388888888888889,0,0,1,3.973,"",NA,NA,NA
"3796","shrink","mafia",10,1,11,1,100,1.74,27,0.75,0,0,1,0.953,"",NA,NA,NA
"3796","find","clown",2,0,12,1,100,2.51,5,0.138888888888889,1,0,0,0.842,"clown",1,NA,381.661
"3796","replace","roach",11,1,13,1,100,11.947,3,0.0833333333333333,0,0,1,1.564,"",NA,NA,NA
"3796","rock","milk",10,1,14,1,99,2.373,32,0.888888888888889,0,0,1,1.128,"",NA,NA,NA
"3796","capital","figure",3,0,15,1,100,2.495,34,0.944444444444444,1,0,0,1.138,"figure",1,NA,13.415
"3796","process","joker",10,1,16,1,99,3.293,4,0.111111111111111,0,0,1,1.038,"",NA,NA,NA
"3796","remind","foam",2,0,17,1,96,3.8,31,0.861111111111111,1,0,0,1.731,"foam",1,NA,21.094
"3796","nerve","bumper",11,1,18,1,100,1.869,18,0.5,0,0,1,0.872,"",NA,NA,NA
"3796","fee","chowder",3,0,19,1,100,3.045,12,0.333333333333333,1,0,0,1.691,"chowder",1,NA,20.457
"3796","port","cinema",2,0,20,1,100,3.449,11,0.305555555555556,1,0,0,1.791,"cinema",1,NA,30.567
"3796","fan","feature",1,0,21,1,94,5.725,26,0.722222222222222,1,0,0,0.675,"feature",1,NA,24.541
"3796","smother","surgery",3,0,22,1,100,3.041,2,0.0555555555555556,1,0,0,16.574,"surgery",1,NA,12.323
"3796","want","ascent",10,1,23,1,100,2.086,20,0.555555555555556,0,0,1,1.074,"",NA,NA,NA
"3796","mill","feast",12,1,24,1,99,2.123,23,0.638888888888889,0,0,1,0.861,"",NA,NA,NA
"3796","need","faucet",11,1,25,1,100,1.227,15,0.416666666666667,0,0,1,0.997,"",NA,NA,NA
"3796","knock","otter",12,1,26,1,100,5.805,33,0.916666666666667,0,0,1,1.117,"",NA,NA,NA
"3796","calf","annoy",2,0,27,1,91,4.786,36,1,1,0,0,1.425,"annoy",1,NA,63.934
"3796","prison","loaf",3,0,28,1,100,3.063,10,0.277777777777778,1,0,0,0.954,"loaf",1,NA,25.157
"3796","bleach","ruin",10,1,29,1,100,3.86,13,0.361111111111111,0,0,1,1.198,"",NA,NA,NA
"3796","copy","bedroom",3,0,30,1,96,1.792,8,0.222222222222222,1,0,0,1.719,"bedroom",1,NA,13.369
"3796","date","laugh",12,1,31,1,100,4.327,21,0.583333333333333,0,0,1,0.613,"",NA,NA,NA
"3796","pea","bathtub",12,1,32,1,100,1.904,25,0.694444444444444,0,0,1,0.88,"",NA,NA,NA
"3796","chicken","beet",1,0,33,1,100,3.635,7,0.194444444444444,1,0,0,0.844,"beet",1,NA,17.35
"3796","grip","beach",12,1,34,1,100,17.878,1,0.0277777777777778,0,0,1,-99,"",NA,NA,NA
"3796","biology","temper",2,0,35,1,100,1.532,19,0.527777777777778,1,0,0,2.502,"temper",1,NA,59.079
"3796","climax","saucer",11,1,36,1,100,10.135,9,0.25,0,0,1,0.857,"",NA,NA,NA
"3870","biology","temper",2,0,1,1,43,1.932,3,0.0833333333333333,1,0,0,1.67,"skip",0,NA,6.242
"3870","capital","figure",3,0,2,1,46,1.922,21,0.583333333333333,1,0,0,0.846,"wealth",0,NA,9.33
"3870","shrink","mafia",10,1,3,1,45,3.118,34,0.944444444444444,0,0,1,2.166,"",NA,NA,NA
"3870","bullet","walkway",11,1,4,1,58,1.663,32,0.888888888888889,0,0,1,0.708,"",NA,NA,NA
"3870","replace","roach",11,1,5,1,56,1.638,11,0.305555555555556,0,0,1,0.765,"",NA,NA,NA
"3870","chicken","beet",1,0,6,1,38,1.887,31,0.861111111111111,1,0,0,0.668,"beet",1,NA,3.656
"3870","mill","feast",12,1,7,1,47,1.732,19,0.527777777777778,0,0,1,0.906,"",NA,NA,NA
"3870","knock","otter",12,1,8,1,53,1.935,6,0.166666666666667,0,0,1,0.99,"",NA,NA,NA
"3870","visit","glove",2,0,9,1,43,3.836,2,0.0555555555555556,1,0,0,6.082,"sirloin",0,NA,8.4
"3870","process","joker",10,1,10,1,53,2.48,7,0.194444444444444,0,0,1,1.368,"",NA,NA,NA
"3870","bacon","feud",3,0,11,1,55,1.296,13,0.361111111111111,1,0,0,0.723,"feud",1,NA,3.944
"3870","rock","milk",10,1,12,1,52,2.14,24,0.666666666666667,0,0,1,0.611,"",NA,NA,NA
"3870","pork","emperor",10,1,13,1,55,1.998,33,0.916666666666667,1,0,0,0.637,"emperor",1,NA,4.498
"3870","port","cinema",2,0,14,1,21,1.437,26,0.722222222222222,1,0,0,0.779,"authority",0,NA,9.061
"3870","bias","sirloin",1,0,15,1,24,1.57,18,0.5,1,0,0,0.892,"sirloin",1,NA,3.534
"3870","calf","annoy",2,0,16,1,46,3.25,1,0.0277777777777778,0,0,1,-99,"",NA,NA,NA
"3870","need","faucet",11,1,17,1,54,3.093,4,0.111111111111111,0,0,1,2.453,"",NA,NA,NA
"3870","remind","foam",2,0,18,1,42,1.863,5,0.138888888888889,1,0,0,0.807,"foam",1,NA,3.588
"3870","anger","decay",1,0,19,1,31,1.782,9,0.25,1,0,0,0.987,"incel",0,NA,5.502
"3870","fee","chowder",3,0,20,1,22,1.562,22,0.611111111111111,1,0,0,0.974,"rouge",0,NA,5.269
"3870","grip","beach",12,1,21,1,55,2.918,35,0.972222222222222,0,0,1,0.652,"",NA,NA,NA
"3870","climax","saucer",11,1,22,1,61,2.749,12,0.333333333333333,0,0,1,0.676,"",NA,NA,NA
"3870","link","crisis",12,1,23,1,57,1.814,25,0.694444444444444,0,0,1,0.7,"",NA,NA,NA
"3870","bleach","ruin",10,1,24,1,55,2.063,28,0.777777777777778,0,0,1,0.677,"",NA,NA,NA
"3870","prison","loaf",3,0,25,1,47,2.051,16,0.444444444444444,1,0,0,0.76,"loaf",1,NA,5.125
"3870","plant","worm",1,0,26,1,46,1.976,36,1,1,0,0,0.699,"worm",1,NA,3.729
"3870","find","clown",2,0,27,1,56,1.779,17,0.472222222222222,1,0,0,0.997,"love",0,NA,7.39
"3870","want","ascent",10,1,28,1,40,2.894,27,0.75,0,0,1,0.764,"",NA,NA,NA
"3870","caring","skirt",1,0,29,1,48,2.564,15,0.416666666666667,1,0,0,0.657,"skirt",1,NA,3.407
"3870","pea","bathtub",12,1,30,1,56,1.805,23,0.638888888888889,0,0,1,0.571,"",NA,NA,NA
"3870","glue","force",11,1,31,1,52,1.559,8,0.222222222222222,0,0,1,0.852,"",NA,NA,NA
"3870","fan","feature",1,0,32,1,48,1.738,14,0.388888888888889,1,0,0,0.796,"favorite",0,NA,9.812
"3870","nerve","bumper",11,1,33,1,68,1.677,20,0.555555555555556,0,0,1,0.721,"",NA,NA,NA
"3870","date","laugh",12,1,34,1,58,1.59,30,0.833333333333333,0,0,1,1.348,"",NA,NA,NA
"3870","copy","bedroom",3,0,35,1,34,1.564,10,0.277777777777778,1,0,0,0.754,"ascent",0,NA,5.881
"3870","smother","surgery",3,0,36,1,43,1.918,29,0.805555555555556,1,0,0,0.696,"stranger",0,NA,10.99
"3916","glue","force",11,1,1,1,84,1.295,10,0.277777777777778,1,0,0,1.191,"force",1,NA,5.312
"3916","need","faucet",11,1,2,1,88,1.407,17,0.472222222222222,1,0,0,0.727,"faucet",1,NA,7.021
"3916","replace","roach",11,1,3,1,64,1.373,4,0.111111111111111,0,0,1,1.163,"",NA,NA,NA
"3916","find","clown",2,0,4,1,29,1.752,18,0.5,0,0,1,1.089,"",NA,NA,NA
"3916","visit","glove",2,0,5,1,30,1.471,23,0.638888888888889,1,0,0,0.982,"glove",1,NA,5.492
"3916","caring","skirt",1,0,6,1,35,1.702,34,0.944444444444444,1,0,0,0.857,"emperor",0,NA,9.605
"3916","process","joker",10,1,7,1,93,1.313,27,0.75,0,0,1,1.051,"",NA,NA,NA
"3916","pork","emperor",10,1,8,1,90,2.2,8,0.222222222222222,0,0,1,1.899,"",NA,NA,NA
"3916","link","crisis",12,1,9,1,26,1.687,31,0.861111111111111,1,0,0,1.511,"crisis",1,NA,5.396
"3916","anger","decay",1,0,10,1,66,2.227,5,0.138888888888889,1,0,0,1.509,"annoy",0,NA,8.278
"3916","grip","beach",12,1,11,1,76,1.662,22,0.611111111111111,0,0,1,1.019,"",NA,NA,NA
"3916","smother","surgery",3,0,12,1,37,1.745,6,0.166666666666667,0,0,1,0.825,"",NA,NA,NA
"3916","fan","feature",1,0,13,1,80,4.341,7,0.194444444444444,0,0,1,0.847,"",NA,NA,NA
"3916","prison","loaf",3,0,14,1,77,1.386,33,0.916666666666667,1,0,0,1.273,"loaf",1,NA,7.728
"3916","knock","otter",12,1,15,1,88,2.136,26,0.722222222222222,0,0,1,1.73,"",NA,NA,NA
"3916","port","cinema",2,0,16,1,92,1.64,13,0.361111111111111,1,0,0,0.933,"cinema",1,NA,31.994
"3916","bacon","feud",3,0,17,1,38,1.582,19,0.527777777777778,0,0,1,0.781,"",NA,NA,NA
"3916","chicken","beet",1,0,18,1,86,1.494,29,0.805555555555556,1,0,0,1.427,"beet",1,NA,64.371
"3916","pea","bathtub",12,1,19,1,84,5.669,12,0.333333333333333,1,0,0,1.273,"roach",0,NA,17.664
"3916","biology","temper",2,0,20,1,62,4.377,32,0.888888888888889,1,0,0,1.451,"temper",1,NA,7.417
"3916","copy","bedroom",3,0,21,1,29,1.54,21,0.583333333333333,0,0,1,1.729,"",NA,NA,NA
"3916","shrink","mafia",10,1,22,1,85,1.787,36,1,1,0,0,0.737,"feast",0,NA,15.441
"3916","remind","foam",2,0,23,1,79,1.928,14,0.388888888888889,1,0,0,0.843,"foam",1,NA,10.891
"3916","bleach","ruin",10,1,24,1,30,1.364,30,0.833333333333333,1,0,0,0.975,"ruin",1,NA,8.289
"3916","capital","figure",3,0,25,1,34,1.374,28,0.777777777777778,0,0,1,1.015,"",NA,NA,NA
"3916","want","ascent",10,1,26,1,75,1.612,16,0.444444444444444,1,0,0,1.147,"ascent",1,NA,70.576
"3916","bullet","walkway",11,1,27,1,93,1.342,24,0.666666666666667,0,0,1,1.643,"",NA,NA,NA
"3916","nerve","bumper",11,1,28,1,91,58.321,11,0.305555555555556,0,0,1,0.873,"",NA,NA,NA
"3916","bias","sirloin",1,0,29,1,19,4.057,1,0.0277777777777778,1,0,0,-99,"sirloin",1,NA,14.41
"3916","mill","feast",12,1,30,1,22,1.356,25,0.694444444444444,0,0,1,0.908,"",NA,NA,NA
"3916","climax","saucer",11,1,31,1,78,1.246,35,0.972222222222222,1,0,0,0.809,"saucer",1,NA,14.612
"3916","date","laugh",12,1,32,1,83,1.429,20,0.555555555555556,0,0,1,0.683,"",NA,NA,NA
"3916","plant","worm",1,0,33,1,92,1.831,2,0.0555555555555556,0,0,1,1.946,"",NA,NA,NA
"3916","fee","chowder",3,0,34,1,83,2.01,9,0.25,0,0,1,0.801,"",NA,NA,NA
"3916","calf","annoy",2,0,35,1,42,13.31,3,0.0833333333333333,1,0,0,0.796,"annoy",1,NA,17.256
"3916","rock","milk",10,1,36,1,70,1.651,15,0.416666666666667,0,0,1,1.252,"",NA,NA,NA
"3927","anger","decay",1,0,1,1,24,5.716,2,0.0555555555555556,0,1,0,8.231,"",NA,NA,NA
"3927","visit","glove",2,0,2,1,64,3.426,12,0.333333333333333,0,1,0,2.643,"",NA,NA,NA
"3927","need","faucet",11,1,3,1,70,3.811,14,0.388888888888889,1,1,1,2.627,"faucet",1,NA,5.253
"3927","smother","surgery",3,0,4,1,26,3.511,19,0.527777777777778,0,1,0,1.963,"",NA,NA,NA
"3927","pea","bathtub",12,1,5,1,67,2.296,30,0.833333333333333,1,1,1,1.345,"bathtub",1,NA,8.464
"3927","biology","temper",2,0,6,1,78,7.785,1,0.0277777777777778,1,1,1,-99,"temper",1,NA,7.41
"3927","bias","sirloin",1,0,7,1,30,4.748,31,0.861111111111111,0,1,0,3.231,"",NA,NA,NA
"3927","fee","chowder",3,0,8,1,34,41.83,27,0.75,0,1,0,3.305,"",NA,NA,NA
"3927","glue","force",11,1,9,1,70,6.651,9,0.25,1,1,1,1.887,"force",1,NA,4.948
"3927","prison","loaf",3,0,10,1,77,6.284,32,0.888888888888889,1,1,1,1.627,"loaf",1,NA,3.653
"3927","climax","saucer",11,1,11,1,63,7.308,5,0.138888888888889,1,1,1,1.646,"saucer",1,NA,4.719
"3927","knock","otter",12,1,12,1,68,4.863,6,0.166666666666667,1,1,1,1.522,"otter",1,NA,3.363
"3927","mill","feast",12,1,13,1,42,6.978,26,0.722222222222222,1,1,1,1.588,"feast",1,NA,4.05
"3927","grip","beach",12,1,14,1,39,6.87,13,0.361111111111111,0,1,0,1.482,"",NA,NA,NA
"3927","pork","emperor",10,1,15,1,62,5.275,7,0.194444444444444,1,1,1,1.871,"emperor",1,NA,7.218
"3927","bullet","walkway",11,1,16,1,78,5.223,21,0.583333333333333,1,1,1,1.405,"walkway",1,NA,4.517
"3927","plant","worm",1,0,17,1,74,5.46,22,0.611111111111111,0,1,0,1.278,"",NA,NA,NA
"3927","replace","roach",11,1,18,1,75,5.01,33,0.916666666666667,1,1,1,6.302,"roach",1,NA,5.349
"3927","caring","skirt",1,0,19,1,17,2.833,18,0.5,0,1,0,2.216,"",NA,NA,NA
"3927","nerve","bumper",11,1,20,1,45,3.941,17,0.472222222222222,0,1,0,1.952,"",NA,NA,NA
"3927","rock","milk",10,1,21,1,60,1066.302,11,0.305555555555556,1,1,1,2.235,"milk",1,NA,4.501
"3927","remind","foam",2,0,22,1,69,8.069,20,0.555555555555556,0,1,0,1.331,"",NA,NA,NA
"3927","capital","figure",3,0,23,1,29,6.832,25,0.694444444444444,0,1,0,1.884,"",NA,NA,NA
"3927","bleach","ruin",10,1,24,1,69,3.425,8,0.222222222222222,1,1,1,4.805,"ruin",1,NA,5.602
"3927","fan","feature",1,0,25,1,19,3.638,16,0.444444444444444,0,1,0,1.238,"",NA,NA,NA
"3927","link","crisis",12,1,26,1,27,5.254,36,1,1,1,1,1.886,"crisis",1,NA,16.042
"3927","date","laugh",12,1,27,1,70,3.282,29,0.805555555555556,1,1,1,1.228,"laugh",1,NA,4.183
"3927","copy","bedroom",3,0,28,1,64,5.837,24,0.666666666666667,0,1,0,1.666,"",NA,NA,NA
"3927","find","clown",2,0,29,1,79,9.498,3,0.0833333333333333,0,1,0,2.691,"",NA,NA,NA
"3927","chicken","beet",1,0,30,1,61,2.869,23,0.638888888888889,0,1,0,2.611,"",NA,NA,NA
"3927","want","ascent",10,1,31,1,12,14.789,15,0.416666666666667,0,1,0,1.191,"",NA,NA,NA
"3927","shrink","mafia",10,1,32,1,66,3.135,35,0.972222222222222,1,1,1,2.157,"mafia",1,NA,4.479
"3927","bacon","feud",3,0,33,1,78,4.092,10,0.277777777777778,0,1,0,1.356,"",NA,NA,NA
"3927","port","cinema",2,0,34,1,31,3.574,28,0.777777777777778,0,1,0,2.452,"",NA,NA,NA
"3927","calf","annoy",2,0,35,1,68,13.965,34,0.944444444444444,1,1,1,1.711,"annoy",1,NA,4.126
"3927","process","joker",10,1,36,1,72,3.952,4,0.111111111111111,1,1,1,2.538,"joker",1,NA,4.887
"3975","pea","bathtub",12,1,1,1,43,2.499,3,0.0833333333333333,1,1,1,1.169,"bathtub",1,NA,13.471
"3975","mill","feast",12,1,2,1,37,2.103,11,0.305555555555556,1,1,1,1.591,"loaf",0,NA,9.119
"3975","rock","milk",10,1,3,1,37,2.266,14,0.388888888888889,0,1,0,1.404,"",NA,NA,NA
"3975","anger","decay",1,0,4,1,34,1.961,28,0.777777777777778,1,1,1,0.687,"decay",1,NA,5.76
"3975","prison","loaf",3,0,5,1,35,2.616,8,0.222222222222222,0,1,0,0.673,"",NA,NA,NA
"3975","visit","glove",2,0,6,1,2,2.494,27,0.75,0,1,0,1.207,"",NA,NA,NA
"3975","remind","foam",2,0,7,1,25,12.936,32,0.888888888888889,1,1,1,0.751,"roach",0,NA,3.651
"3975","shrink","mafia",10,1,8,1,69,2.412,7,0.194444444444444,1,1,1,0.681,"mafia",1,NA,7.959
"3975","glue","force",11,1,9,1,32,2.713,29,0.805555555555556,1,1,1,1.213,"force",1,NA,4.032
"3975","replace","roach",11,1,10,1,34,1.533,34,0.944444444444444,1,1,1,0.591,"roach",1,NA,2.337
"3975","chicken","beet",1,0,11,1,6,1.546,10,0.277777777777778,0,1,0,0.874,"",NA,NA,NA
"3975","calf","annoy",2,0,12,1,14,1.596,36,1,1,1,1,0.685,"annoy",1,NA,2.238
"3975","bullet","walkway",11,1,13,1,34,2.251,18,0.5,1,1,1,1.594,"driveway",0,NA,3.583
"3975","want","ascent",10,1,14,1,57,1.595,23,0.638888888888889,1,1,1,0.898,"ascent",1,NA,4.528
"3975","fan","feature",1,0,15,1,31,2.099,13,0.361111111111111,0,1,0,0.821,"",NA,NA,NA
"3975","bleach","ruin",10,1,16,1,56,1.108,31,0.861111111111111,1,1,1,0.606,"ruin",1,NA,3.278
"3975","grip","beach",12,1,17,1,33,4.849,1,0.0277777777777778,1,1,1,-99,"fan",0,NA,10.015
"3975","process","joker",10,1,18,1,28,1.657,6,0.166666666666667,0,1,0,0.739,"",NA,NA,NA
"3975","bacon","feud",3,0,19,1,20,1.803,22,0.611111111111111,0,1,0,3.606,"",NA,NA,NA
"3975","capital","figure",3,0,20,1,18,2.339,20,0.555555555555556,0,1,0,0.658,"",NA,NA,NA
"3975","knock","otter",12,1,21,1,12,2.134,35,0.972222222222222,1,1,1,1.003,"otter",1,NA,8.596
"3975","pork","emperor",10,1,22,1,34,2.466,9,0.25,1,1,1,0.898,"emperor",1,NA,7.647
"3975","port","cinema",2,0,23,1,14,2.351,5,0.138888888888889,0,1,0,0.684,"",NA,NA,NA
"3975","nerve","bumper",11,1,24,1,21,3.501,17,0.472222222222222,0,1,0,0.671,"",NA,NA,NA
"3975","bias","sirloin",1,0,25,1,14,3.699,19,0.527777777777778,0,1,0,1.288,"",NA,NA,NA
"3975","fee","chowder",3,0,26,1,2,3.048,25,0.694444444444444,0,1,0,0.892,"",NA,NA,NA
"3975","date","laugh",12,1,27,1,59,2.26,12,0.333333333333333,1,1,1,0.828,"laugh",1,NA,3.797
"3975","caring","skirt",1,0,28,1,6,1.861,24,0.666666666666667,0,1,0,0.647,"",NA,NA,NA
"3975","link","crisis",12,1,29,1,40,1.742,16,0.444444444444444,1,1,1,0.666,"shield",0,NA,17.999
"3975","biology","temper",2,0,30,1,13,2.941,15,0.416666666666667,0,1,0,1.211,"",NA,NA,NA
"3975","copy","bedroom",3,0,31,1,4,3.561,26,0.722222222222222,0,1,0,1.18,"",NA,NA,NA
"3975","find","clown",2,0,32,1,32,4.295,2,0.0555555555555556,0,1,0,7.191,"",NA,NA,NA
"3975","plant","worm",1,0,33,1,63,1.376,30,0.833333333333333,1,1,1,1.093,"pressue",0,NA,14.852
"3975","need","faucet",11,1,34,1,24,2.681,33,0.916666666666667,1,1,1,0.688,"food",0,NA,8.92
"3975","climax","saucer",11,1,35,1,26,2.406,4,0.111111111111111,0,1,0,0.725,"",NA,NA,NA
"3975","smother","surgery",3,0,36,1,14,5.292,21,0.583333333333333,0,1,0,0.773,"",NA,NA,NA
"4013","calf","annoy",2,0,1,1,5,4.505,17,0.472222222222222,0,1,0,1.559,"",NA,NA,NA
"4013","copy","bedroom",3,0,2,1,10,4.417,36,1,1,1,1,1.886,"bedroom",1,NA,11.049
"4013","nerve","bumper",11,1,3,1,5,1975.933,1,0.0277777777777778,0,1,0,-99,"",NA,NA,NA
"4013","link","crisis",12,1,4,1,5,3.535,34,0.944444444444444,1,1,1,16.334,"distress",0,NA,13.05
"4013","remind","foam",2,0,5,1,5,4.249,18,0.5,0,1,0,1.534,"",NA,NA,NA
"4013","capital","figure",3,0,6,1,5,6.238,29,0.805555555555556,1,1,1,2.838,"pig",0,NA,9.509
"4013","port","cinema",2,0,7,1,10,7.063,32,0.888888888888889,1,1,1,1.415,"theater",0,NA,8.166
"4013","bias","sirloin",1,0,8,1,5,3.704,27,0.75,1,1,1,4.415,"fence",0,NA,8.566
"4013","bacon","feud",3,0,9,1,5,3.859,14,0.388888888888889,0,1,0,1.686,"",NA,NA,NA
"4013","mill","feast",12,1,10,1,10,3.385,26,0.722222222222222,1,1,1,1.543,"work",0,NA,6.164
"4013","bleach","ruin",10,1,11,1,10,25.638,4,0.111111111111111,0,1,0,1.798,"",NA,NA,NA
"4013","shrink","mafia",10,1,12,1,5,3.68,23,0.638888888888889,1,1,1,3.889,"office",0,NA,6.925
"4013","find","clown",2,0,13,1,10,3.544,16,0.444444444444444,0,1,0,1.582,"",NA,NA,NA
"4013","bullet","walkway",11,1,14,1,5,3.776,21,0.583333333333333,1,1,1,3.894,"grass",0,NA,8.731
"4013","process","joker",10,1,15,1,5,3.24,33,0.916666666666667,1,1,1,3.07,"chain",0,NA,7.862
"4013","prison","loaf",3,0,16,1,5,5.289,24,0.666666666666667,1,1,1,1.687,"loaf",1,NA,8.343
"4013","caring","skirt",1,0,17,1,5,10.383,5,0.138888888888889,0,1,0,1.742,"",NA,NA,NA
"4013","pork","emperor",10,1,18,1,5,4.09,10,0.277777777777778,0,1,0,1.366,"",NA,NA,NA
"4013","visit","glove",2,0,19,1,5,5.209,20,0.555555555555556,1,1,1,2.413,"glove",1,NA,5.683
"4013","replace","roach",11,1,20,1,5,27.233,9,0.25,0,1,0,4.629,"",NA,NA,NA
"4013","rock","milk",10,1,21,1,5,4.376,7,0.194444444444444,0,1,0,1.813,"",NA,NA,NA
"4013","date","laugh",12,1,22,1,10,5.279,28,0.777777777777778,1,1,1,1.478,"laugh",1,NA,4.914
"4013","anger","decay",1,0,23,1,5,4.102,2,0.0555555555555556,0,1,0,9.477,"",NA,NA,NA
"4013","fan","feature",1,0,24,1,5,8.73,15,0.416666666666667,0,1,0,1.492,"",NA,NA,NA
"4013","glue","force",11,1,25,1,10,3.808,3,0.0833333333333333,0,1,0,7.126,"",NA,NA,NA
"4013","pea","bathtub",12,1,26,1,10,4.402,22,0.611111111111111,1,1,1,1.605,"bathtub",1,NA,5.782
"4013","climax","saucer",11,1,27,1,5,5.305,31,0.861111111111111,1,1,1,1.582,"circle",0,NA,59.24
"4013","knock","otter",12,1,28,1,5,4.84,6,0.166666666666667,0,1,0,2.014,"",NA,NA,NA
"4013","biology","temper",2,0,29,1,5,3.857,13,0.361111111111111,0,1,0,1.646,"",NA,NA,NA
"4013","grip","beach",12,1,30,1,5,3.526,30,0.833333333333333,1,1,1,1.743,"lettuce",0,NA,9.446
"4013","need","faucet",11,1,31,1,10,3.279,35,0.972222222222222,1,1,1,1.486,"faucet",1,NA,8.295
"4013","fee","chowder",3,0,32,1,5,3.434,19,0.527777777777778,1,1,1,1.502,"bread",0,NA,6.567
"4013","chicken","beet",1,0,33,1,10,3.711,11,0.305555555555556,0,1,0,1.807,"",NA,NA,NA
"4013","plant","worm",1,0,34,1,10,4.065,25,0.694444444444444,1,1,1,6.11,"worm",1,NA,5.828
"4013","want","ascent",10,1,35,1,10,4.215,8,0.222222222222222,0,1,0,1.494,"",NA,NA,NA
"4013","smother","surgery",3,0,36,1,10,4.103,12,0.333333333333333,0,1,0,2.118,"",NA,NA,NA
"4118","pork","emperor",10,1,1,1,1,1.428,2,0.0555555555555556,1,0,0,1.536,"emperor",1,NA,5.736
"4118","link","crisis",12,1,2,1,1,0.799,36,1,0,0,1,0.376,"",NA,NA,NA
"4118","plant","worm",1,0,3,1,1,0.821,33,0.916666666666667,0,0,1,0.367,"",NA,NA,NA
"4118","fee","chowder",3,0,4,1,2,0.885,21,0.583333333333333,0,0,1,0.384,"",NA,NA,NA
"4118","smother","surgery",3,0,5,1,2,0.822,23,0.638888888888889,0,0,1,0.336,"",NA,NA,NA
