"subn","word1","word2","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt","response","testacc","rtfirst","rt"
"2727","find","clown",29,1,61,2.531,6,0.15,0,0,1,1.418,NA,NA,NA,NA,"clown",1,20.677,22.805
"2727","caring","skirt",6,1,51,2.001,1,0.025,0,0,1,1.498,NA,NA,NA,NA,"skirt",1,6,8.267
"2727","bleach","ruin",37,1,73,3.107,39,0.975,1,0,0,1.768,NA,NA,NA,NA,"wash",0,43.656,49.084
"2727","glue","force",40,1,77,8.858,40,1,1,0,0,11.301,NA,NA,NA,NA,"force",1,17.575,19.779
"2727","knock","otter",13,1,65,2.342,24,0.6,1,1,1,1.27,NA,NA,NA,NA,"door",0,26.513,28.415
"2727","biology","temper",22,1,70,1.979,36,0.9,1,0,0,1.298,NA,NA,NA,NA,"temper",1,6.874,9.457
"2727","need","faucet",10,1,66,2.11,30,0.75,1,1,1,1.318,NA,NA,NA,NA,"faucet",1,10.058,17.337
"2727","plant","worm",38,1,62,2.092,10,0.25,0,0,1,1.138,NA,NA,NA,NA,"worm",1,16.943,19.312
"2727","grip","beach",12,1,71,4.013,37,0.925,1,0,0,1.329,NA,NA,NA,NA,"tool",0,20.206,22.252
"2727","banner","glide",4,1,66,3.186,28,0.7,1,0,0,3.858,NA,NA,NA,NA,"flag",0,2.843,5.143
"2727","bullet","walkway",31,1,61,2.096,5,0.125,0,1,0,1.369,NA,NA,NA,NA,"gun",0,23.401,25.386
"2727","mill","feast",11,1,61,2.919,4,0.1,0,1,0,1.848,NA,NA,NA,NA,"feast",1,10.189,12.658
"2727","collect","loyalty",20,1,54,1.964,2,0.05,0,1,0,1.468,NA,NA,NA,NA,"loyalty",1,14.005,17.327
"2727","visit","glove",3,1,64,2.317,16,0.4,0,0,1,1.061,NA,NA,NA,NA,"glove",1,5.164,7.214
"2727","remind","foam",9,1,62,2.15,8,0.2,0,0,1,5.18,NA,NA,NA,NA,"foam",1,8.943,11.384
"2727","want","ascent",17,1,64,3.053,17,0.425,1,1,1,1.062,NA,NA,NA,NA,"love",0,42.525,45.191
"2727","copy","bedroom",19,1,65,6.597,19,0.475,0,1,0,5.179,NA,NA,NA,NA,"bedroom",1,12.932,16.563
"2727","link","crisis",30,1,63,2.142,12,0.3,0,0,1,1.227,NA,NA,NA,NA,"crisis",1,18.593,21.452
"2727","pork","emperor",8,1,63,2.445,14,0.35,0,0,1,1.249,NA,NA,NA,NA,"emperor",1,17.014,19.54
"2727","smother","surgery",27,1,60,4.846,3,0.075,0,0,1,4.497,NA,NA,NA,NA,"surgery",1,8.538,11.413
"2727","climax","saucer",2,1,62,2.568,9,0.225,0,0,1,1.158,NA,NA,NA,NA,"saucer",1,3.053,5.502
"2727","port","cinema",15,1,63,6.999,11,0.275,0,1,0,5.64,NA,NA,NA,NA,"cinema",1,11.062,13.81
"2727","fee","chowder",18,1,66,3.191,26,0.65,0,1,0,1.496,NA,NA,NA,NA,"chowder",1,10.067,12.458
"2767","forest","knob",20,1,70,5.438,28,0.7,1,0,0,3.181,NA,NA,NA,NA,"knob",1,6.271,8.997
"2767","anger","decay",22,1,20,5.15,4,0.1,0,1,0,0.926,NA,NA,NA,NA,"decay",1,6.071,9.316
"2767","capital","figure",40,1,32,4.582,17,0.425,1,0,0,1.111,NA,NA,NA,NA,"skip",0,12.142,14.831
"2767","need","faucet",10,1,36,3.227,20,0.5,0,0,1,0.688,NA,NA,NA,NA,"faucet",1,7.01,17.775
"2767","banner","glide",4,1,10,4.275,1,0.025,0,1,0,1.293,NA,NA,NA,NA,"sail",0,3.805,7.653
"2767","biology","temper",33,1,26,4.318,8,0.2,0,1,0,0.918,NA,NA,NA,NA,"nature",0,17.632,21.71
"2767","risk","zero",32,1,23,3.972,6,0.15,0,1,0,0.789,NA,NA,NA,NA,"zero",1,11.101,13.463
"2767","pork","emperor",24,1,100,13.085,35,0.875,1,1,1,0.982,NA,NA,NA,NA,"emperor",1,1.475,6.535
"2767","climax","saucer",14,1,50,11.053,24,0.6,1,0,0,1.567,NA,NA,NA,NA,"plate",0,2.367,6.802
"2767","find","clown",26,1,39,7.259,22,0.55,1,0,0,1.118,NA,NA,NA,NA,"mask",0,8.135,10.253
"2767","knock","otter",17,1,100,5.621,31,0.775,1,1,1,0.822,NA,NA,NA,NA,"skip",0,4.584,6.472
"2767","pea","bathtub",31,1,21,2.725,5,0.125,0,1,0,2.054,NA,NA,NA,NA,"skip",0,6.54,8.311
"2767","bias","sirloin",11,1,31,3.276,16,0.4,0,0,1,0.781,NA,NA,NA,NA,"sirloin",1,4.36,7.062
"2767","prison","loaf",18,1,100,3.919,33,0.825,1,1,1,0.82,NA,NA,NA,NA,"loaf",1,2.18,4.197
"2767","process","joker",36,1,12,3.637,2,0.05,0,0,1,0.725,NA,NA,NA,NA,"skip",0,9.497,11.616
"2767","grip","beach",23,1,65,20.274,27,0.675,0,0,1,21.844,NA,NA,NA,NA,"beach",1,5.136,7.31
"2767","port","cinema",37,1,50,5.214,26,0.65,1,0,0,0.812,NA,NA,NA,NA,"skip",0,1.919,4.182
"2767","replace","roach",21,1,31,5.055,14,0.35,1,0,0,1.955,NA,NA,NA,NA,"skip",0,7.162,9.046
"2767","want","ascent",7,1,31,2.429,15,0.375,0,0,1,1.006,NA,NA,NA,NA,"skip",0,2.121,3.845
"2767","caring","skirt",8,1,36,2.725,19,0.475,1,0,0,0.782,NA,NA,NA,NA,"bedroom",0,12.818,18.112
"2767","bacon","feud",39,1,100,2.143,40,1,1,1,1,1.916,NA,NA,NA,NA,"feud",1,2.893,5.669
"2767","fan","feature",6,1,100,2.509,39,0.975,1,1,1,0.734,NA,NA,NA,NA,"feather",0,3.768,8.493
"2767","date","laugh",30,1,29,2.574,13,0.325,1,0,0,0.847,NA,NA,NA,NA,"laugh",1,8.528,10.639
"2767","collect","loyalty",13,1,100,4.419,34,0.85,1,1,1,0.932,NA,NA,NA,NA,"loyalty",1,9.95,13.208
"2767","visit","glove",34,1,34,2.721,18,0.45,1,0,0,1.013,NA,NA,NA,NA,"skip",0,3.754,5.788
"2767","link","crisis",5,1,50,7.71,25,0.625,1,0,0,2.933,NA,NA,NA,NA,"skp",0,1.958,3.807
"2767","rock","milk",3,1,100,7.47,32,0.8,1,1,1,1.339,NA,NA,NA,NA,"milk",1,2.065,4.375
"2767","calf","annoy",28,1,15,3.405,3,0.075,0,1,0,0.87,NA,NA,NA,NA,"annoy",1,13.029,15.229
"2767","nerve","bumper",1,1,28,2.14,12,0.3,0,0,1,0.662,NA,NA,NA,NA,"bumper",1,4.279,8.06
"2767","shrink","mafia",16,1,27,3.463,10,0.25,0,1,0,0.652,NA,NA,NA,NA,"skip",0,7.283,9.432
"2767","bullet","walkway",12,1,100,3.925,30,0.75,0,0,1,2.263,NA,NA,NA,NA,"walkway",1,1.584,4.968
"2767","fee","chowder",2,1,24,2.645,7,0.175,0,1,0,0.854,NA,NA,NA,NA,"chowder",1,3.666,7.084
"2767","copy","bedroom",15,1,26,5.118,9,0.225,0,1,0,0.77,NA,NA,NA,NA,"skip",0,8.992,11.195
"2767","smother","surgery",19,1,28,2.861,11,0.275,0,1,0,0.903,NA,NA,NA,NA,"surgery",1,4.501,6.848
"2767","plant","worm",29,1,39,3.853,23,0.575,0,0,1,2.654,NA,NA,NA,NA,"worm",1,3.224,5.576
"2767","bleach","ruin",35,1,100,2.598,38,0.95,1,1,1,0.894,NA,NA,NA,NA,"ruin",1,2.463,4.188
"2767","remind","foam",25,1,38,3.213,21,0.525,0,0,1,2.981,NA,NA,NA,NA,"zero",0,16.909,18.72
"2767","chicken","beet",27,1,100,3.205,37,0.925,1,1,1,0.758,NA,NA,NA,NA,"beet",1,2.038,5.327
"2767","mill","feast",9,1,100,3.358,36,0.9,1,1,1,1.046,NA,NA,NA,NA,"feast",1,12.585,15.076
"2767","glue","force",38,1,76,7.484,29,0.725,0,0,1,1.27,NA,NA,NA,NA,"tough",0,16.682,18.36
"2854","find","clown",36,1,23,3.132,18,0.45,1,1,1,1.576,NA,NA,NA,NA,"locate",0,14.481,17.475
"2854","collect","loyalty",7,1,25,2.983,24,0.6,1,1,1,1.636,NA,NA,NA,NA,"continue",0,13.037,15.652
"2854","visit","glove",26,1,9,3.022,1,0.025,1,0,0,1.634,NA,NA,NA,NA,"empty",0,7.636,9.801
"2854","plant","worm",19,1,83,4.416,40,1,0,0,1,1.634,NA,NA,NA,NA,"worm",1,13.204,15.083
"2854","remind","foam",39,1,9,2.906,2,0.05,1,0,0,1.723,NA,NA,NA,NA,"restore",0,10.317,13.409
"2854","want","ascent",4,1,25,2.911,25,0.625,1,1,1,1.421,NA,NA,NA,NA,"need",0,5.196,7.732
"2854","port","cinema",13,1,15,3.273,9,0.225,1,1,1,1.758,NA,NA,NA,NA,"boat",0,7.41,10.685
"2854","replace","roach",18,1,12,3.66,6,0.15,1,0,0,1.6,NA,NA,NA,NA,"new",0,12.897,14.905
"2854","bacon","feud",15,1,38,7.62,34,0.85,0,1,0,2.619,NA,NA,NA,NA,"feud",1,6.98,10.636
"2854","pork","emperor",30,1,40,5.826,38,0.95,0,0,1,1.312,NA,NA,NA,NA,"emperor",1,1.92,14.927
"2854","grip","beach",33,1,26,2.978,28,0.7,0,0,1,1.283,NA,NA,NA,NA,"beach",1,9.173,11.81
"2854","bleach","ruin",10,1,24,4.32,19,0.475,0,1,0,1.781,NA,NA,NA,NA,"ruin",1,2.124,4.471
"2854","need","faucet",1,1,15,4.358,10,0.25,1,1,1,1.464,NA,NA,NA,NA,"want",0,7.481,9.386
"2854","calf","annoy",5,1,64,5.51,39,0.975,0,0,1,1.194,NA,NA,NA,NA,"annoy",1,2.457,5.735
"2854","fan","feature",22,1,21,3.361,15,0.375,0,1,0,1.282,NA,NA,NA,NA,"turn",0,6.61,9.223
"2854","glue","force",16,1,38,3.382,36,0.9,0,0,1,1.685,NA,NA,NA,NA,"force",1,9.392,12.32
"2854","biology","temper",9,1,36,3.248,33,0.825,0,0,1,1.642,NA,NA,NA,NA,"temper",1,8.304,11.824
"2854","copy","bedroom",31,1,30,6.611,31,0.775,0,1,0,6.285,NA,NA,NA,NA,"paper",0,11.78,13.865
"2854","capital","figure",3,1,21,2.984,16,0.4,0,1,0,1.319,NA,NA,NA,NA,"building",0,6.428,9.394
"2854","prison","loaf",11,1,9,3.066,3,0.075,1,0,0,1.539,NA,NA,NA,NA,"containment",0,7.299,10.452
"2854","risk","zero",23,1,14,3.08,7,0.175,1,0,0,1.618,NA,NA,NA,NA,"reward",0,8.321,11.132
"2854","pea","bathtub",29,1,17,3.588,12,0.3,1,0,0,1.554,NA,NA,NA,NA,"shoot",0,2.23,4.861
"2854","anger","decay",14,1,29,2.919,30,0.75,0,0,1,1.575,NA,NA,NA,NA,"decay",1,8.125,10.055
"2854","caring","skirt",40,1,16,3.307,11,0.275,1,1,1,1.466,NA,NA,NA,NA,"assistance",0,7.273,11.882
"2854","climax","saucer",34,1,25,3.881,23,0.575,0,1,0,1.67,NA,NA,NA,NA,"ending",0,7.335,10.99
"2854","shrink","mafia",25,1,20,4.24,14,0.35,0,1,0,1.886,NA,NA,NA,NA,"mafia",1,10.195,12.83
"2854","link","crisis",37,1,25,4.519,22,0.55,0,1,0,1.819,NA,NA,NA,NA,"crisis",1,8.791,13.918
"2854","forest","knob",38,1,18,4.079,13,0.325,1,0,0,1.51,NA,NA,NA,NA,"ground",0,8.817,11.877
"2854","date","laugh",24,1,26,4.08,27,0.675,1,1,1,1.372,NA,NA,NA,NA,"calendar ",0,11.155,19.484
"2854","chicken","beet",32,1,27,3.088,29,0.725,0,0,1,1.539,NA,NA,NA,NA,"beet",1,1.875,3.262
"2854","banner","glide",17,1,39,2.396,37,0.925,0,0,1,1.342,NA,NA,NA,NA,"headline",0,8.448,11.831
"2854","bias","sirloin",12,1,21,3.132,17,0.425,1,1,1,1.477,NA,NA,NA,NA,"grudge",0,6.239,9.818
"2854","nerve","bumper",20,1,26,3.206,26,0.65,0,1,0,1.84,NA,NA,NA,NA,"pain",0,2.615,8.962
"2854","mill","feast",27,1,15,3.064,8,0.2,1,0,0,1.819,NA,NA,NA,NA,"grain",0,7.26,10.083
"2854","process","joker",28,1,24,2.927,21,0.525,1,1,1,1.478,NA,NA,NA,NA,"amplify",0,8.284,11.923
"2854","knock","otter",21,1,24,5.165,20,0.5,1,1,1,1.591,NA,NA,NA,NA,"enter",0,2.996,6.103
"2854","bullet","walkway",6,1,35,2.73,32,0.8,0,0,1,1.782,NA,NA,NA,NA,"walkway",1,6.774,9.566
"2854","rock","milk",8,1,38,2.951,35,0.875,0,1,0,1.451,NA,NA,NA,NA,"milk",1,1.964,5.547
"2854","smother","surgery",35,1,10,4.778,4,0.1,1,0,0,1.577,NA,NA,NA,NA,"cover",0,2.525,4.476
"2854","fee","chowder",2,1,10,3.961,5,0.125,1,0,0,1.519,NA,NA,NA,NA,"entrance",0,1.503,4.45
"2968","climax","saucer",4,1,20,9.28,2,0.05,1,0,0,1.28,NA,NA,NA,NA,"SKIP",0,3.471,6.848
"2968","want","ascent",22,1,80,5.414,31,0.775,0,0,1,1.623,NA,NA,NA,NA,"SKIP",0,4.241,4.84
"2968","port","cinema",3,1,30,4.279,5,0.125,1,0,0,0.879,NA,NA,NA,NA,"SKIP",0,1.848,2.551
"2968","caring","skirt",35,1,55,3.912,13,0.325,0,1,0,0.672,NA,NA,NA,NA,"skirt",1,1.919,4.711
"2968","risk","zero",9,1,85,6.831,40,1,0,0,1,0.688,NA,NA,NA,NA,"zero",1,1.992,4.304
"2968","mill","feast",10,1,85,3.959,37,0.925,0,0,1,0.831,NA,NA,NA,NA,"feast",1,2.008,3.048
"2968","forest","knob",34,1,85,5.248,36,0.9,0,0,1,0.823,NA,NA,NA,NA,"knob",1,2.577,5.217
"2968","prison","loaf",33,1,85,5.776,38,0.95,0,0,1,1.823,NA,NA,NA,NA,"loaf",1,2.656,6.344
"2968","banner","glide",23,1,40,9.135,7,0.175,1,0,0,0.736,NA,NA,NA,NA,"SKIP",0,2.568,3.007
"2968","biology","temper",36,1,40,9.24,9,0.225,1,0,0,0.664,NA,NA,NA,NA,"SKIP",0,1.721,2.224
"2968","bias","sirloin",11,1,55,3.312,12,0.3,0,1,0,0.72,NA,NA,NA,NA,"sirloin",1,3.032,6.784
"2968","plant","worm",29,1,70,3.767,23,0.575,0,1,0,0.688,NA,NA,NA,NA,"worm",1,1.703,3.223
"2968","fee","chowder",27,1,75,9.071,25,0.625,0,1,0,1.624,NA,NA,NA,NA,"chowder",1,5.583,8
"2968","replace","roach",32,1,80,5.559,32,0.8,0,0,1,2.127,NA,NA,NA,NA,"SKIP",0,4.064,4.471
"2968","calf","annoy",14,1,75,4.808,27,0.675,1,1,1,0.8,NA,NA,NA,NA,"annoy",1,1.479,5.215
"2968","pork","emperor",21,1,85,6.843,35,0.875,0,0,1,9.103,NA,NA,NA,NA,"emperor",1,5.64,10.984
"2968","bacon","feud",6,1,30,5.527,4,0.1,1,0,0,0.935,NA,NA,NA,NA,"SKIP",0,3.52,3.983
"2968","fan","feature",8,1,65,5.687,18,0.45,0,1,0,1.142,NA,NA,NA,NA,"festival",0,6.305,13.584
"2968","visit","glove",20,1,60,3.879,14,0.35,1,1,1,0.863,NA,NA,NA,NA,"glove",1,4.24,6.703
"2968","collect","loyalty",5,1,25,9.727,3,0.075,1,0,0,0.72,NA,NA,NA,NA,"SKIP",0,3.136,3.551
"2968","anger","decay",31,1,40,9.791,8,0.2,1,0,0,0.72,NA,NA,NA,NA,"SKIP",0,5.008,5.583
"2968","smother","surgery",19,1,75,7.415,26,0.65,1,1,1,1.32,NA,NA,NA,NA,"surgery",1,1.343,3.536
"2968","nerve","bumper",15,1,30,15.201,6,0.15,1,0,0,0.711,NA,NA,NA,NA,"SKIP",0,4.4,4.895
"2968","process","joker",40,1,70,3.359,21,0.525,1,1,1,0.792,NA,NA,NA,NA,"joker",1,2.336,4.104
"2968","pea","bathtub",7,1,45,9.728,10,0.25,1,0,0,1.112,NA,NA,NA,NA,"bathtub",1,2.023,4.231
"2968","glue","force",18,1,80,4.183,30,0.75,1,1,1,1.032,NA,NA,NA,NA,"force",1,2.352,3.528
"2968","capital","figure",12,1,60,3.854,15,0.375,0,1,0,0.879,NA,NA,NA,NA,"SKIP",0,26.488,27.047
"2968","link","crisis",24,1,85,6.071,39,0.975,0,0,1,0.648,NA,NA,NA,NA,"crisis",1,5.263,8.024
"2968","remind","foam",37,1,80,5.784,34,0.85,0,0,1,0.759,NA,NA,NA,NA,"SKIP",0,5.192,5.728
"2968","copy","bedroom",16,1,70,6.27,24,0.6,0,1,0,0.56,NA,NA,NA,NA,"bedroom",1,3,5.096
"2968","date","laugh",13,1,60,4.551,16,0.4,0,1,0,0.888,NA,NA,NA,NA,"laugh",1,2.047,4.456
"2968","grip","beach",39,1,70,3.655,19,0.475,1,1,1,0.839,NA,NA,NA,NA,"beach",1,1.383,2.92
"2968","need","faucet",1,1,76,4.808,29,0.725,1,1,1,0.791,NA,NA,NA,NA,"faucet",1,2.384,5.136
"2968","knock","otter",2,1,10,9.519,1,0.025,1,0,0,0.654,NA,NA,NA,NA,"SKIP",0,5.136,5.648
"2968","bullet","walkway",38,1,75,6.536,28,0.7,1,1,1,0.735,NA,NA,NA,NA,"walkway",1,3.135,5.52
"2968","shrink","mafia",26,1,80,3.407,33,0.825,0,0,1,0.704,NA,NA,NA,NA,"mafia",1,1.743,3.376
"2968","find","clown",17,1,55,9.72,11,0.275,0,1,0,1.087,NA,NA,NA,NA,"SKIP",0,8.8,9.327
"2968","rock","milk",25,1,70,5.871,20,0.5,1,1,1,0.88,NA,NA,NA,NA,"milk",1,1.552,3.504
"2968","bleach","ruin",30,1,70,5.063,22,0.55,1,1,1,1.296,NA,NA,NA,NA,"ruins",0,2.017,3.577
"2968","chicken","beet",28,1,60,4.864,17,0.425,0,1,0,0.767,NA,NA,NA,NA,"beet",1,2.535,7.151
"3109","anger","decay",40,1,28,4.272,11,0.275,0,1,0,1.448,NA,NA,NA,NA,"joker",0,17.867,21.132
"3109","smother","surgery",17,1,74,2.208,26,0.65,1,0,0,1.468,NA,NA,NA,NA,"skirt",0,12.496,15.287
"3109","risk","zero",34,1,27,2.971,10,0.25,0,1,0,1.301,NA,NA,NA,NA,"annoy",0,10.243,12.513
"3109","bullet","walkway",23,1,68,2.167,20,0.5,0,0,1,2.044,NA,NA,NA,NA,"nerve",0,12.596,14.859
"3109","replace","roach",12,1,84,2.343,36,0.9,1,1,1,2.128,NA,NA,NA,NA,"bumper",0,3.452,6.354
"3109","shrink","mafia",18,1,76,4.196,29,0.725,1,1,1,1.985,NA,NA,NA,NA,"need",0,15.244,16.89
"3109","want","ascent",4,1,82,18.112,35,0.875,1,0,0,2.148,NA,NA,NA,NA,"glue",0,8.634,10.73
"3109","fan","feature",19,1,76,2.683,28,0.7,1,1,1,1.393,NA,NA,NA,NA,"pork",0,5.056,9.088
"3109","biology","temper",6,1,27,7.128,9,0.225,0,1,0,1.33,NA,NA,NA,NA,"science",0,7.76,10.481
"3109","banner","glide",10,1,78,3.453,30,0.75,1,0,0,1.983,NA,NA,NA,NA,"feature",0,10.864,15.21
"3109","collect","loyalty",1,1,17,4.059,5,0.125,0,1,0,1.485,NA,NA,NA,NA,"worm",0,4.304,5.647
"3109","glue","force",32,1,74,3.083,27,0.675,0,0,1,1.184,NA,NA,NA,NA,"force",1,12.098,14.528
"3109","knock","otter",37,1,16,3.987,4,0.1,0,1,0,1.04,NA,NA,NA,NA,"want",0,13.783,15.697
"3109","date","laugh",39,1,16,3.388,3,0.075,0,1,0,1.371,NA,NA,NA,NA,"decay",0,10.333,12.677
"3109","remind","foam",30,1,20,3.452,7,0.175,0,1,0,2.144,NA,NA,NA,NA,"climax",0,5.886,12.702
"3109","caring","skirt",7,1,99,4.454,40,1,1,1,1,1.25,NA,NA,NA,NA,"skirt",1,18.891,20.955
"3109","bleach","ruin",31,1,31,5.434,14,0.35,1,0,0,1.688,NA,NA,NA,NA,"milk",0,34.487,35.702
"3109","mill","feast",25,1,81,2.923,34,0.85,1,1,1,2.121,NA,NA,NA,NA,"banner",0,10.379,12.587
"3109","port","cinema",33,1,68,2.409,19,0.475,0,0,1,1.734,NA,NA,NA,NA,"Feast",0,10.9,12.929
"3109","climax","saucer",20,1,31,3.202,13,0.325,1,0,0,1.02,NA,NA,NA,NA,"saucer",1,49.741,52.274
"3109","need","faucet",5,1,9,5.165,2,0.05,0,1,0,0.932,NA,NA,NA,NA,"faucet",1,15.49,18.619
"3109","forest","knob",26,1,65,2.656,18,0.45,0,0,1,1.098,NA,NA,NA,NA,"weed",0,3.067,4.421
"3109","capital","figure",27,1,78,3.217,32,0.8,1,0,0,1.529,NA,NA,NA,NA,"figure",1,21.315,24.134
"3109","calf","annoy",22,1,32,4.756,15,0.375,1,0,0,2.09,NA,NA,NA,NA,"laugh",0,8.586,10.528
"3109","pork","emperor",3,1,57,3.099,17,0.425,0,0,1,0.956,NA,NA,NA,NA,"sirloin",0,2.226,6.256
"3109","bias","sirloin",28,1,18,16.131,6,0.15,0,1,0,2.045,NA,NA,NA,NA,"copy",0,5.059,7.018
"3109","grip","beach",21,1,69,2.942,21,0.525,0,0,1,1.087,NA,NA,NA,NA,"beach",1,27.875,30.175
"3109","copy","bedroom",11,1,79,3.645,33,0.825,1,1,1,1.196,NA,NA,NA,NA,"bedroom",1,8.432,11.373
"3109","rock","milk",24,1,71,3.981,22,0.55,0,0,1,2.091,NA,NA,NA,NA,"solid",0,3.219,5.706
"3109","bacon","feud",2,1,86,3.592,37,0.925,1,1,1,1.079,NA,NA,NA,NA,"pork",0,2.916,5.618
"3109","fee","chowder",29,1,93,4.311,39,0.975,1,1,1,2.53,NA,NA,NA,NA,"date",0,5.796,7.442
"3109","chicken","beet",15,1,92,7.356,38,0.95,1,1,1,3.704,NA,NA,NA,NA,"dinner",0,1.868,4.43
"3109","process","joker",14,1,71,3.584,23,0.575,0,0,1,1.207,NA,NA,NA,NA,"port",0,8.829,12.836
"3109","find","clown",38,1,1,7.675,1,0.025,0,0,1,12.477,NA,NA,NA,NA,"access",0,9.547,12.739
"3109","nerve","bumper",13,1,29,2.784,12,0.3,1,0,0,1.541,NA,NA,NA,NA,"bumper",1,21.02,23.334
"3109","prison","loaf",8,1,73,2.237,25,0.625,0,0,1,0.866,NA,NA,NA,NA,"suit",0,4.96,6.682
"3109","pea","bathtub",36,1,56,22.738,16,0.4,1,0,0,10.239,NA,NA,NA,NA,"grip",0,19.158,21.785
"3109","visit","glove",35,1,26,3.759,8,0.2,0,1,0,1.714,NA,NA,NA,NA,"bullet",0,6.165,9.138
"3109","plant","worm",9,1,72,2.387,24,0.6,1,0,0,1.155,NA,NA,NA,NA,"chowder ",0,2.375,6.317
"3109","link","crisis",16,1,78,7.172,31,0.775,1,1,1,2.124,NA,NA,NA,NA,"walkway",0,6.105,9.574
"3202","find","clown",25,1,64,3.054,29,0.725,1,1,1,0.853,NA,NA,NA,NA,"SKIP",0,3.711,5.011
"3202","grip","beach",17,1,25,2.578,6,0.15,1,0,0,0.583,NA,NA,NA,NA,"bar",0,2.762,3.232
"3202","calf","annoy",38,1,63,2.977,28,0.7,1,1,1,1.064,NA,NA,NA,NA,"hair",0,1.596,2.075
"3202","need","faucet",29,1,60,2.497,25,0.625,1,1,1,0.651,NA,NA,NA,NA,"want",0,1.528,2.082
"3202","date","laugh",28,1,100,1.754,40,1,0,0,1,0.645,NA,NA,NA,NA,"pear",0,2.498,2.975
"3202","collect","loyalty",6,1,57,3.027,23,0.575,1,1,1,0.687,NA,NA,NA,NA,"note",0,2.937,3.545
"3202","rock","milk",15,1,35,8.647,11,0.275,0,1,0,0.552,NA,NA,NA,NA,"mouth",0,3.423,4.12
"3202","remind","foam",1,1,36,1.903,12,0.3,1,1,1,0.517,NA,NA,NA,NA,"SKIP",0,1.702,2.517
"3202","biology","temper",5,1,25,2.913,4,0.1,1,0,0,0.739,NA,NA,NA,NA,"SKIP",0,2.932,3.792
"3202","caring","skirt",21,1,40,2.265,17,0.425,0,1,0,0.512,NA,NA,NA,NA,"SKIP",0,5.291,6.424
"3202","link","crisis",24,1,74,3.291,31,0.775,0,0,1,4.34,NA,NA,NA,NA,"assault",0,4.112,5.946
"3202","capital","figure",31,1,100,2.741,39,0.975,0,0,1,0.765,NA,NA,NA,NA,"figure",1,1.641,2.944
"3202","smother","surgery",2,1,37,3.166,13,0.325,0,1,0,0.653,NA,NA,NA,NA,"grass",0,6.231,8.822
"3202","process","joker",16,1,66,2.396,30,0.75,1,1,1,0.598,NA,NA,NA,NA,"SKIP",0,1.528,2.226
"3202","copy","bedroom",10,1,22,2.347,3,0.075,1,0,0,0.685,NA,NA,NA,NA,"paste",0,1.677,2.871
"3202","bacon","feud",26,1,97,3.046,38,0.95,0,0,1,0.684,NA,NA,NA,NA,"fued",0,6.824,7.478
"3202","prison","loaf",32,1,45,2.738,20,0.5,1,1,1,0.605,NA,NA,NA,NA,"guard",0,2.613,3.334
"3202","glue","force",20,1,43,4.276,19,0.475,1,1,1,0.587,NA,NA,NA,NA,"SKIP",0,3.953,5.001
"3202","climax","saucer",11,1,92,2.199,36,0.9,0,0,1,0.931,NA,NA,NA,NA,"theatre",0,3.429,4.929
"3202","nerve","bumper",23,1,54,2.264,21,0.525,1,1,1,0.515,NA,NA,NA,NA,"bundle",0,1.95,2.785
"3202","plant","worm",35,1,58,3.759,24,0.6,0,1,0,1.139,NA,NA,NA,NA,"pot",0,2.522,2.922
"3202","fan","feature",8,1,27,3.392,7,0.175,1,0,0,0.839,NA,NA,NA,NA,"blade",0,1.928,2.725
"3202","chicken","beet",37,1,61,3.049,26,0.65,0,1,0,0.731,NA,NA,NA,NA,"SKIP",0,2.965,3.608
"3202","port","cinema",22,1,86,5.9,33,0.825,0,0,1,0.828,NA,NA,NA,NA,"dock",0,2.548,3.069
"3202","mill","feast",27,1,15,3.431,1,0.025,1,0,0,0.572,NA,NA,NA,NA,"SKIP",0,4.61,5.463
"3202","bias","sirloin",40,1,38,2.745,14,0.35,0,1,0,0.582,NA,NA,NA,NA,"bard",0,6.263,7.081
"3202","forest","knob",34,1,20,4.642,2,0.05,1,0,0,1.059,NA,NA,NA,NA,"face",0,1.85,2.43
"3202","knock","otter",18,1,31,2.626,9,0.225,1,0,0,0.602,NA,NA,NA,NA,"wood",0,1.717,2.289
"3202","replace","roach",14,1,61,3.131,27,0.675,0,1,0,0.885,NA,NA,NA,NA,"leg",0,3.204,3.622
"3202","want","ascent",3,1,25,4.644,5,0.125,1,0,0,0.572,NA,NA,NA,NA,"need",0,1.36,1.904
"3202","fee","chowder",7,1,56,7.975,22,0.55,0,1,0,0.644,NA,NA,NA,NA,"pay",0,1.937,2.394
"3202","pea","bathtub",36,1,31,2.728,8,0.2,1,0,0,0.571,NA,NA,NA,NA,"body",0,1.304,1.865
"3202","risk","zero",30,1,43,2.467,18,0.45,0,1,0,0.633,NA,NA,NA,NA,"reward",0,1.691,2.6
"3202","bleach","ruin",4,1,40,2.739,16,0.4,0,1,0,0.59,NA,NA,NA,NA,"pod",0,6.403,6.806
"3202","anger","decay",13,1,89,3.337,35,0.875,0,0,1,0.819,NA,NA,NA,NA,"rage",0,1.545,2.118
"3202","banner","glide",19,1,39,1.953,15,0.375,1,1,1,0.589,NA,NA,NA,NA,"wave",0,1.467,2.217
"3202","bullet","walkway",9,1,79,4.594,32,0.8,0,0,1,9.632,NA,NA,NA,NA,"path",0,18.249,18.931
"3202","visit","glove",33,1,33,3.099,10,0.25,1,0,0,0.804,NA,NA,NA,NA,"mountain",0,2.157,3.534
